"","1582__44749","36848__487175","33034__329854","83617__246787","53440__287_28111","137732__1510_1465754","28117__179995","1504__39496","287__28111","253239__189722_454154","1510__1465754","452084__293_225991","421767__1547_28118","47877__216947","29430__40214","189722__454154","376805__41976_376804","1613__118748","43263__251535_479117","43770__1827099","587753__529_36835","173480__28026_29466","2741__1597_47715","239974__45067_370979","1280__28025","1506__1311_423605","1467__37734_182710","308892__310300_357276","1661032__1559_36745","840__28038","999468__317_28901","1453492__28454_243924","254__1515_69825","53408__185294","34087__470_511","1580__582_33038","1408__387661","1844653__1522_187452","83263__2173_76759","1465521__36874_43131","59310__1264_1535","386414__28130_76517","529__36835","136857__349096_1661050","29461__29375_291644","1223514__821_187327","37734__182710","441500__38304_39490","293__225991","658457__1113609","1472__851_405446","28026__29466","726__729_301301","56810__13690_305719","202956__28090_271420","1547__28118","1121298__1034636_1646377","1487956__191493_626933","516075__588_410072","33935__905_28446","39483__358742","88688__1307_28126","1597__47715","187491__2139_184870","41976__376804","82135__78342_626937","1401__290588_1121830","1515__69825","1571__33032","1859290__33029_133926","77095__28129_146817","32013__80866_101564","1681__1308_310297","317__28901","1633__76853_103892","582__33038","876__901_29370","40324__39492_218538","48296__28116_39485","821__187327","1264__1535","47884__33069_166486","28091__860_425941","1311__423605","196024__490189","349096__1661050","29375__291644","2173__76759","13690__305719","588__410072","1522__187452","1010__29552_626931","1352__1755629","729__301301","38304__39490","115979__1260_535744","33039__1358_38986","45067__370979","191493__626933","78342__626937","1559__36745","180282__290309","905__28446","28454__243924","470__511","199__60133","481743__1113741","1308__310297","310300__357276","36847__169435_261299","471__234835","1282__39489","39486__839_39497","1902__400390","251535__479117","33069__166486","245__191295","76853__103892","487316__645466","1307__28126","1670__585_216935","202611__328812_536633","29354__106654","28090__271420","1463864__1735_40519","33029__133926","301__46503_47678","39492__218538","2139__184870","28129__146817","1034636__1646377","28116__39485","290588__1121830","36874__43131","57706__84032_309120","80866__101564","1265__626932","851__405446","1660__288965","1254__39482","46867__387090_882211","237258__1303_1590","633701__29348_40520","171685__52226_291645","861__40518_122355","29552__626931","745310__79880_358743","488__43675_328814","901__29370","547163__1680_28037","328812__536633","39645__183417_437898","1727__46228","884684__818_216816","157687__1685_39778","1260__535744","102862__584_589436","1358__38986","169435__261299","839__39497","1113709__817_46506","316__239935_397865","860__425941","40215__84030_454155","1735__40519","585__216935","387090__882211","470565__28125_28132","84032__309120","40518__122355","46503__47678","28130__76517","1303__1590","574930__143393_228603","850__823_204516","52226__291645","43675__328814","1680__28037","1113922__310298_626930","818__216816","1671366__294_1623","238__1630_214856","79880__358743","270498__907_208479","183417__437898","1685__39778","29348__40520","671267__33043_351091","39777__52787_1161942","584__589436","817__46506","28125__28132","1382__35833_45851","239935__397865","84030__454155","310298__626930","823__204516","143393__228603","1630__214856","106648__820_1755626","907__208479","294__1623","52787__1161942","33043__351091","35833__45851","100884__165179_328813","820__1755626","165179__328813"
"ERR1160375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29769462441597,0,0,0,0,0,0,0,0,0,-2.27589316538384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08605014738416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21977399694544,0,0,0,3.94196259504357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16852638689589,0,0,0,0,0,0,0,0,0,-3.6131448424059,0,0,0,0,0,0,0,0,0,0,-2.48110576466774,0,-2.30422826115861,0,0,0,0,0,-3.75599787965745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99104042056279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29740124335656,0,0,0,0,0,0,0,0,0,0,0,0,-2.42404912690992,0,0,0,0,0,0,-4.19857624785096,0
"ERR1160377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31032513746598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.9333861586341,-4.97523451344566,4.00160052009463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145275395961812,0,0,0,0.195580944240842,0,0,0,0,4.26451612925425,0,0,0,0,0,0,0,-2.46080457384105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26223854939058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30556934510245,0,0,0,0,0,0,-0.720189365440483,0
"ERR1160378",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44765902349958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11808304601567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83101977613593,0,0,0,0,4.23946978830569,0,0,0,0,-2.35521977406108,3.66862745034939,0,2.08819809442579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33928328858031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.07936031166469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15382721106835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.73053816029476,0,0,0,0,0,0,0,-2.15382721106835,0,0,0,0,0,0,0,0,0,0,0,-2.89258008813052,0,0,0,-3.73053816029476,0,0,-5.01009567760412,0
"ERR1160387",4.78409520463167,0,0,0,0,0,0,3.72157715481693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84895666813813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09826600027991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34370438408324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63430332027914,0,0,0,0,0,0,0,0,0,0,0,0,-0.699720309296327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05941507115409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34075526873378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05430705353144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03845147655964,0,0,0,0,0,0,3.53070152616509,0
"ERR1160388",0,0,0,0,0,0,3.16547647227745,0,0,0,0,0,0,0,0,0,0,0,0,3.08329265142395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52999239354924,0,-2.50217513596815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35931276750819,4.3338944649324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08644958427012,0,0,0,0,-3.61384052301822,0,0,0,0,0,0,0,0,0,-1.92575121699093,0,0,0,0,0,0,-2.04737805028525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54616280539536,0,0,3.33549895056588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08265446682452,0,0,0,0,0,0,3.60726335115033,0
"ERR1160389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285725437634514,0,0,0,0,0,0,0,-3.02290637127958,0,0,0,0,0,0,0,0,0,0,0,0,-2.62587604552854,0,-2.23612241561787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23582742157989,0,0,0,0,0,0,0,0,0,0,-2.41301306110172,4.54815072523348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87307763579379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17946122115548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39585107519387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1497357896043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88430055685107,0,0,0,0,0,0,-0.557980987659485,0
"ERR1160398",0,0,0,-4.6315166006951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63410010216323,0,0,0,0,0,0,0,0,0,0,0,0,-3.03972849457388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56239520916909,0,0,0,0,0,0,0,0,0,0,-2.73887360886662,5.26496419381681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64363676521353,0,0,0,0,0,0,0,0,0,4.74386824606651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.57891319410686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8640329781603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.96065063272644,0,0,-5.67546026925771,0,0,0,0,0,-2.64719663064723,0.0766040353763136,-4.58507906190615
"ERR1160402",0,0,0,0,-3.3219450049155,0,0,0,5.75377752846329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2427331832479,0,0,0,0,0,0,0,0,0,0,0,0,2.58704603047782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37380524262497,-3.88452782120605,0,0,0,0,0,0,0,0,0,5.24959574928069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11155128749982,0,0,0,0,0,0,0,0,-2.46798351587591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57627253249725,0,0,0,0,0,4.27467284173955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.46223492042938,0,0,0,0,0,0,0,0,-5.17968407364558,0,0,0,0,0,0,-0.789133788088915,0
"ERR1160403",-4.67840061577624,0,-3.8089567330418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16874006217596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24267119321273,0,0,0,0,0,0,0,0,3.75636797609886,0,0,0,0,0,0,0,0,0,-2.54699573715377,0,0,0,0,0,0,0,0,0,0,0,-3.88442045131556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41152602341167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5477275238147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0679586190016,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34659029577201,0,0,0,0,0,0,0,0,0,3.58180939606074,0,-3.20718289225643,0,0,0,-4.0644136168252,0,0,-5.55500371855383,0
"ERR1160404",0,0,0,-4.21442723360664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.42897875370765,0,0,0,0,-2.67980495060716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87576223911955,-2.27763251816112,-4.64155832882621,-5.93916541949585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9809663086431,0,0,0,3.9449752424261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6202868604736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29317200080727,0,0,0,0,4.53846997274542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97189041589258,0,0,-5.02236750174632,0,0,0,0,0,0,-0.610416651754683,0
"ERR1160418",-4.16438891756667,0,0,-4.26184249708683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95747106584147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564405380460321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77481043234387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176050485460895,-2.64108362513852,0,0,0,0,0,0,0,0,0,0,0,-6.25360426220021,0,0,0,4.57449102577811,0,0,-0.733426965232994,0
"ERR1160424",0,0,0,-4.19530358473044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60213252032881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.54190793110676,0,0,0,0,0,0,0,0,0,0,0,0,-2.48475105496469,4.50702573323676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4027136848392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30371507135921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27398611208933,0,0,0,0,0,0,0,-3.02972238114216,0,0,0,0,0,0,0,0,0,0,0,0,-2.26663796106199,0,0,0,0,-3.93865948184473,0,0,0,0,0,0,0,-2.43158581837523,0,0,0,0,0,-5.24763309696678,0,0,-3.9259321109237,0,0,-2.82276807481607,0,0,0,4.21163018038984,0,0,-4.88917772356482,0
"ERR1160426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.40744007420437,0,0,0,0,0,0,-2.97668056427993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44017074051866,0,0,0,0,0,0,0,-5.15576197523564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.22649970172129,0,0,0,0,-2.59411901897769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49314594175009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8859377019971,0,0,0,0,0,0,0,0,0,0,0,-2.47830169171561,0,0,0,-0.077555131551354,0,0,-4.29254444653534,0
"ERR1160436",0,0,0,0,0,0,0,0,0,0,0,-2.77992508287804,0,0,-0.567786604746753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08151654602786,0,0,3.75692543686276,-2.4495106060321,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81497148477989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64901569669933,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56212657108293,0,0,0,0,0,0,0,0,0,0,0,0,4.24267682332643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20586594352943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82067188887883,0,0,0,0,0,0
"ERR1160440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48539726474116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1750318000612,0,4.3048343395244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58674317727328,-3.76726558578399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48037060916946,0,0,0,-4.41274343148169,0,0,0,-2.62042102448808,0,0,0,0,0,0,0,0,-2.66108166306782,0,0,0,0,0,0,0,4.53870235163504,0.0609853584642665,0,0,-5.47549833009022,0,0,0,-4.60912864352335,0,0,0.198533452229958,0
"ERR1160441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67414832169699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41964732833024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63176076015422,0,0,0,0,-2.18745882353269,4.19095210906626,0,2.32812229568615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66483727708995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78878982182345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37460255529897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11293227356071,-5.09632139122043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975375251208316,0,0,0,-2.60341024360063,0,0,0,0,0,0,4.50923881486155,0
"ERR1160450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85584406236408,0,0,0,0,0,0,0,0,0,0,0,0,-2.49251451821206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43938335157313,3.21441620693961,0,0,0,0,0,0,0,0,0,-1.92431653254488,-1.90274369732938,4.31716178414635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.98228665982045,0,0,3.3330140042125,0,0,0,3.29564875755595,4.22513590406232,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01265416977386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43342120997503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21807008768256,0,0,0,0,-2.17040228553614,0,0,0,0,0,0,0,0,0,0,0,-3.1452133719996,0,0,0,-3.75924703141221,0,0,-5.44766936094834,0
"ERR1160463",0,0,0,0,0,0,4.06806701171829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84176985720815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3705059065783,4.92208977610226,0,0,0,0,0,0,0,0,0,0,0,-2.30664924014344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.10583666983575,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.99523367916857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.341779853923,0,0,0,0,0,0,0,0,0,0,0,0,-2.78045335356364,0,0,0,0,0,0,0,0,4.05608168713586,0,0,-5.81382174015828,0,0,0,-4.8158864764475,0,-2.15410648251269,-1.26805785569355,-3.73102187262546
"ERR1160464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67034409165505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55151450508191,-5.07525647950731,4.62517164043792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5071285557558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.41935275905083,0,0,0,0.661455774441082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.34247403967583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61331138981733,0,0,0,0,0,0,0,0,0,0,0,-5.46728449151953,0,0,0,4.52638810316205,0,0,-1.86708674605926,0
"ERR1160467",-4.04396111735313,0,0,0,0,-2.353976751093,0,4.14905911174228,0,0,-4.07720733272899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84694151689089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93104735343224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.22477859512643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.20875627376248,0,0,0,0,0,0,0,0,-2.35771011375231,0,0,0,0,0,5.58548036991956,0,-5.55772889526201,0,0,0,-2.6291106010865,0,0,0,-4.08367370653799,0,-2.81375667183824,-4.55375313979977,-4.87356951575974
"ERR1160491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10650842281964,0,0,0,0,0,0,-2.22361686178694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49947538991782,3.6485796148954,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.85141738118184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32921836760569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17211611088417,0,0,0,-3.12663269245851,0,0,0,0,0,0,0,0,-4.78855690532324,0,0,0,0,0,0,0,5.41548667994401,-3.76221546399029,0,0,-5.94875856811563,0,0,0,0.442184947268002,0,0,-0.452450938940658,0
"ERR1160501",0,0,0,-3.95890324241963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36816482710458,0,0,0,0,0,0,0,0,0,0,-2.60864385975211,0,2.76307827227293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25868347906076,4.10178180124269,0,0,0,0,0,0,0,0,0,4.70457734669957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51830370394323,3.91215454394967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31372112168567,0,0,0,-2.48619043220276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73953334487372,-4.3062081458668,0,0,0,0,0,0,0,0,-2.49614448185453,0,0,0,0,0,0,4.32344906560473,0
"ERR1160502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.18222371191649,-2.06744709668021,0,0,0,0,0,0,0,0,0,0,0,0,-2.32098777648229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77972234252091,0,0,0,3.58092341341088,0,0,0,0,0,0,0,0,0,-1.88097813917415,0,0,0,-4.02006875261364,0,-1.88930020470554,0,-2.353959050464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08482380506876,0,0,0,0,3.25794970497599,0,0,0,3.27236394530027,-4.07717667434024,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61102075520817,0,0,0,0,0,0,0,-2.18087958463388,0,0,0,0,0,0,-3.77739424577559,0
"ERR1160503",0,0,0,0,-3.08550013431229,0,0,0,5.34424299938948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5932969116758,-2.64496185587161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58120831845129,0,0,0,0,0,0,4.49172201013394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11683689268319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66646904946351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49659405940658,0,0,0,0,0,0,0,0,0,0,0,0,-2.05517466009401,0,0,0,0,0,0,0,0,-4.32422775676683,0,0,-4.57132386346094,0,0,0,-3.55966692971092,0,-2.76928251049952,-0.783146041058664,4.79653800869707
