"","626930__39484_166486","253239__397865_454154","818__1515","397865__454154","43263__28091_35825","1661032__1467_487698","1681__1670_405446","101564__38986_1746653","1229909__729_39492","39484__166486","1522__1725_88688","1307__228603_310514","1465521__1613_118748","2173__285_191295","481743__1113741","1888__67269_83617","1613__118748","157687__228604","199__60133","1282__1311_386414","202611__1401_290588","729__39492","529__587753","39483__1547_29360","106648__173480","36835__239974","100884__29461_79880","376806__671267","421767__821_46503","28091__35825","536633__1685_216816","511__34087_196024","1144673__40216_216778","228603__310514","225991__290309","370979__490189","28454__1113609","70775__1844653","28090__271420","38304__441500","1670__405446","589437__28137_470565","38286__33031_40518","153721__1611423","34038__36745","28026__78342","38986__1746653","726__1303_1379","850__1472","28126__33935","13690__56810","243924__1453492","106654__471_48296","33029__187491","1725__88688","1401__290588","93064__28111_376804","821__46503","43770__1687_305719","67269__83617","1467__487698","185293__470_1148157","245__588932","1254__2741","1547__29360","33031__40518","29430__202956","76759__83263","1512__358742","285__191295","1580__1590_47884","137732__1902_1121830","40216__216778","41976__851_251535","28111__376804","53363__28128_387661","52226__39482_284042","46228__191493","1267__329854_351091","79883__43131_84032","1280__820_28116","29461__79880","33034__1827099","53412__823_47678","136857__626932","153151__1265_179995","487316__387090_454155","999468__287_33069","1034636__582_588","28038__349096_410072","301__907_1623","28135__28125_301301","633701__1646377","329854__351091","1358__39485_187327","147802__33043_44749","254__40214_40519","1590__47884","1710__52787_309120","28128__387661","658457__310297_328812","122355__317_882211","1859290__1260_1223514","39496__46506_328813","32013__293_294","1685__216816","137591__246787_310298","43131__84032","823__47678","216947__1535_69825","871324__37734_291644","387090__454155","1633__1680_1735","308892__1504_40324","1265__179995","287__33069","36848__28132_214856","1465754__165179_218538","310297__328812","40214__40519","35833__208479","28125__301301","820__28116","39485__187327","28446__817_487175","582__588","33043__44749","52787__309120","291645__189722_1755626","341225__29348_40520","574375__28118_261299","349096__410072","46506__328813","38288__33038_108980","437898__516075","246787__310298","839__1689","907__1623","317__882211","1504__40324","1535__69825","293__294","37734__291644","1680__1735","28132__214856","384638__1630_169435","316__1264_28037","189722__1755626","77095__28901_589436","1510__204516_239935","1260__1223514","28118__261299","817__487175","33038__108980","1311__386414","29348__40520","1597__1308_1161942","165179__218538","28137__470565","1264__28037","28901__589436","39490__57706","53408__1661050","204516__239935","535744__585_879","47770__59310","163877__102862_183417","1303__1379","1308__1161942","860__425941","840__1121298","34087__196024","1687__305719","470__1148157","2088__626937","1691__626931","1630__169435","1352__584_28117","471__48296","1364__901_1113922","488__29466","237258__105229_202955","1902__1121830","851__251535","39482__284042","861__1463864","197614__1463837","105229__202955","584__28117","28130__76517","585__879","39778__43675","901__1113922","102862__183417"
"ERR1160723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67151874737549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69625110966862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99018058545053,0,0,0,0,0,0,0,0,0,0,-2.89515539625823,0,2.83759200460693,0,0,0,-5.50930160151441,-2.2189007095087,0,0,0,0,0,0,0,0,-3.4470938902375,0,0,0,-4.13212258142363,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54281682729407,0,0,0,0,0,0,0,0,0,3.8432487658197,0,0,0,0,0,0,0,0,0,0,0,0,1.02422396635891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.93275765461762,0,0,0,0,0,0,0,-3.06397988732673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00671706201931,0,0,0,0,0,-2.07731294298256,0,0,0,0,0,0,0,0,0,0,0,0,0.410911317185859,0,-2.69271017201039,5.30696883821905,0,0,-2.928861357096,0,0,0,-3.47573590783278,0,0,0,0,0,0,0,3.59801156046622,0,0,0,0,0,-2.22064111871943,-5.07293667881541,0,0,0,0,4.66391082797953,0,0,0,0,0,0,-3.84626324299864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01496503137387,0,0,0,0,0,0,0,0,0,0,-3.49002180981416,0,0,0,0,0
"ERR1160730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30101309303862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02483983262335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203119446002153,0,0,0,0,0,0,-2.54326294819671,0,0,0,0,0,0,0,0,0,0,0,-3.2813732306722,0,0,0,-3.20104489238074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40506064328411,0,0,0,-5.54437239091229,0,0,0,0,5.68350515412068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38448864129018,0,0,0,0,0,0,0,0,0,0,4.13005547678547,0,0,4.54501433645227,0,0
"ERR1160732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97699968585712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15631471002112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.85649606919905,0,-2.53820693827074,0,0,-2.34368304894727,0,0,0,-2.55450717043565,0,0,0,0,0,-3.21554551590467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0593781176146,0,0,0,0,0,0,4.42453620749355,0,0,0,0,0,0,4.39630337720877,0,0,0,0,0,-2.70258684253723,0,-1.92568849689962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68101772314163,0,0,0,3.33539031618109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.95801582508913,0,0,0,0,0,0,0,0,0,0,-3.39138289107828,0,0,0,0,0
"ERR1160739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2787428351105,0,2.88854837061504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21484756022606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07629692676495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.596251768756,0,0,0,0,0,0,0,0,-1.85153478345557,0,0,0,0,0,0,0,0,0,0,-1.02759500697196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.77984676167953,0,-1.17218568449247,0,0,0,0,0,0,0,-3.20695231692609,0,0,0,0,0,-2.03028516144587,-0.973081044209743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.68542580845345,0,0,0
"ERR1160744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.78288605015233,0,0,5.89013743289009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08804922296962,0,0,0,-1.61929483827157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22089186874883,-2.52978381288271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41260278375171,0,0,0,0,0,0,0,0,0,0,3.84669755478956,0,0,0,0,0,0,0,0,0,4.36369655907773,0,0,-1.71995482974205,0,0,0,0,0,0,0,0,0,0,0,0,4.17875059994008,0,0,0,0,0,-2.97904915183671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80470093232038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160750",0,0,3.93033083405946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.94211547439945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7494351258359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72290052801349,0,0,-2.14384843327618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.72444331883751,0,0,0,0,3.71325441016128,0,0,0,0,0,0,0,0,4.2470219700926,0,0,0,0,4.71620205847548,0,0,0,0,0,0,0,0,0,-0.373789295759618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50584273623898,0,0,0,0,0,0,0,0,0,0,-4.34024693494334,0,0,0,0,0
"ERR1160760",0,-2.31031890659432,-0.0934989597013314,4.00158972790834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7744393353982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80546989142731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59725485840546,0,-2.76878350169498,0,0,0,0,0,0,0,0,0,0,0,0,-4.49857737496338,-2.57788839134534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34097135353617,0,0,0,0,0,0,0,0,0,0,0,4.79567370009417,4.46503367005214,0,0,0,0,-3.08944393055023,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05468132338793,0,0,0,0,-5.35107385484829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25765401736965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755787444818662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56233340940789,0,0,-1.68289138767956,0,0,0,-3.37399138496339,0,0,0,0,0,0,0,-1.60325878633123,0,0,0,0,0,0,0,0,0,0,0,0,2.9148533870811,0,0,0,0,0,0,5.84392450305628,0,0,0,0,0,0,-2.70604084345676,0,0,0,-2.77692567560691,0,-1.70403879785456,-1.66815927423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.95148177595268,-2.68899696126971,0,0,0,0,0,0,2.88933661810088,0,0,0,0,4.65747935831746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160767",0,-2.42420508665137,-4.43676940743202,4.19884637804709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39795768119486,0,0,0,0,0,0,0,0,-2.38925342771288,0,0,-2.82203949225777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88791578155634,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1383083289568,0,-2.68411059076362,0,0,0,-2.92116231180124,-2.65509587255516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0596015411951,0,0,0,0,4.64901591633631,0,0,4.59876095023196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.63657342075532,0,0,0,0,0,0,-4.15338453822956,0,0,0,0,0,0,0,0,0,0,0
"ERR1160790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54370175434405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.037666003595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25655105994059,0,0,0,-2.25889896281361,0,0,0,0,0,-5.26139185465124,0,0,0,-5.75253428391928,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.64051189325939,0,-2.57372146066884,0,0,0,3.91252777275781,0,0,0,0,0,0,-1.83359825437268,0,0,0,0,0,0,0,3.64782297703088,0,0.733464612171281,0,0,0,0,0,0,0,0,-3.17588533724308,0,0,0,0,0,0,0,0,0,4.45781633440881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160797",0,0,-4.34894061203741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34946745753893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.862591185256862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98151655357504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4398080448894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83658578265315,-2.46607748234275,0,0,0,0,0,0,0,0,0,0,4.22587149446372,0,0,0,0,0,0,-4.91311069558278,0,0,0,0,0,0,0,4.27137149481918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160802",5.02664554218954,-2.28125354440387,0,3.95124704385409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84652665901371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93032879851104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19961748412167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.80984923971557,0,0,0,0,-2.08448453803261,0,0,0,0,-2.15261850280805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61043312746422,-2.54128385327164,0,0,0,3.7284446161764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4016327503209,0,-5.97988476844543,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36807503990845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160804",0,0,0,0,0,0,0,0,-2.43313470195603,0,0,0,0,0,0,0,0,0,0,0,0,4.2143129254468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.94076197693934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64410291280596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57972058542079,0,-3.17556734667836,0,0,0,0,0,0,0,0,0,0,0,0,-5.50024398730361,0,0,0,0,0,0,0,-0.133843588693396,0,4.24570151196647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.406235973759505,0,0
"ERR1160808",0,0,0,0,0,-2.643656242092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.57894692904994,0,0,0,0,0,0,0,0,0,-2.51879036055096,0,0,0,0,0,0,0,-2.34654913166241,0,0,0,0,0,0,0,0,-2.69382297084802,0,0,0,0,0,-4.06434231849592,0,0,0,-4.362672878089,0,0,0,-2.63428916729668,0,0,0,0,0,0,0,0,0,0,0,-2.97170986587985,0,-4.66583825210491,0,-3.0862176334947,0,0,0,0,0,0,0,0,0,0,-2.44346850717505,0,0,0,0,0,0,0,4.51480014116172,0,4.56272267958616,-5.14715247305759,0,0,0,0,0,0,0,-4.23221160112166,0,0,0,0,0,0,0,0,0,5.34548574442781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1160809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79545142268477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84186389418073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.87151506882149,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.47583085626666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156391070435394,-0.23621096397538,0,0,0,0,-3.16950287008112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15513574758806,-5.48974000571588,0,0,0,0,0,0,0,0,0,0,0,-3.73280461203045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95919701406936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1233441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.89041093316291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08838536658924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.71736515742554,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77880904029653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272857662401704,0.163689841823946,-2.32830626550114,0,0,0,-3.10972891536337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.38620847917541,0,0,0,0,-4.03274474742892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59904028481461,0,0,0,0,0,0,0,0,0,0,-4.50166982421719,0,0,0,0,0
"ERR1233445",0,-2.37229369844445,0,-4.10893321618127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72617920223745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72188088881286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3303890255729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.14439348931233,0,0,0,0,0,4.03635219369318,0,0,0,0,-2.60458550940141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5112744349409,-2.55227473709914,-2.39551703989428,0,0,0,0,0,0,0,1.53073490366916,0,0,-4.42066951953022,0,0,-4.14915722349389,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24997437954351,0,0,0,0,0,0,0,0,0,0,-3.89706994109762,0,0,0,0,0
"ERR1233446",0,-2.65951720853145,0,4.60641892878022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76703253328453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79264093384483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63435547856481,0,-2.8165706634181,0,0,0,0,0,-2.58365917204712,0,0,0,0,0,0,-4.56283753407167,0,0,0,0,0,0,-2.67512539637502,0,0,0,0,0,0,0,0,0,0,4.47502895542695,0,0,0,0,0,-2.5211725725247,4.63345310313937,0,0,0,4.87844349214813,0,0,0,0,0,-3.15409893462244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46305960686493,0,0,0,0,0,0,0,0,0,4.36679899026191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52342020835862,0,0,0,0,0,0,0,0,0,0,-4.37069200972316,0,0,0,0,0
"ERR1233449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.12973119884395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687905247709962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.31158630585021,0,0,-2.57019422902896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45170698999848,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.333706469799812,0,2.27997348691941,0,0,0,-2.70514187453222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68544316837192,0,0,0,0,4.99879437117817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1233457",0,-2.59475777290316,0,4.49425229600254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.51978285219247,0,0,0,0,0,0,0,0,-5.79802024150422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63584687341247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43654204754777,0,0,-2.86150158902474,0,0,0,0,0,0,0,-2.64185785476299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.95626613812992,0,0,0,0,0,0,0,0,0,0,0,0,4.57583203082441,-4.22021462113065,0,0,0,0,0,-2.3972719504477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.15219681773515,0,0,0,0,0,0,0.499254950741512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1249672",0,-3.34736006900981,0,5.79779771075226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.89620638622557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01637661014814,0,0,0,0,0,-6.09621468426274,0,0,-2.506671631312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49537594809689,0,0,0,0,4.34168262332395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227718012306476,0,-2.70847575661339,0,0,0,-2.78564968553238,0,0,0,-4.32211792608917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.82488678743035,0,0,0,0,4.69121762152295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39265940874083,0,0,0,0,0,0,0,0,0,0,-4.14420766114683,0,0,0,0,0
"ERR1249683",0,0,3.70928209842154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00262687458072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20070230294556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0286835406327,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15512934575194,0,0,0,0,0,0,0,0,-3.18487887001781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51378296485456,3.73279352372503,0,0,0,0,-2.67036639653747,0,0,0,5.5163720188234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.62521027362751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06116045854624,0,0,0,0,0,0,0,0,0,0,-3.57003463675405,0,0,0,0,0
"ERR1249684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152106262324595,0,0,0,0,0,0.145060650109157,0,0,0,0,0,0,0,0,0,4.62203738449792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116462521780938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16587936958772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86581654533308,0,0,0,0,0,0,0,0,0,0,0,0,3.75141311119118,0,-3.09845855466462,0,0,0,0,0,0,0,0,0,0,-4.96373986168841,0,0,0,0,0,0,0,-5.36668764182555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1249691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47124396352334,0,2.46920170808656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28032010272031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09391926715562,0,0,0,0,0,0,0,0,-3.80408338699406,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62677455766091,0,0,0,0,0,0,0,0,-2.55515169845324,-5.11964519879158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24136375887667,-4.42565256276692,0,-2.17842984782109,0,0,0,0,0,-0.680411541126785,0,0,0,3.88215590861794,0,0,0,-3.77315117715066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
