"","820__371601","397865__349096_357276","384638__39777_39778","821__29466","291644__310298","1311__40520_47678","349096__357276","33031__471189","1358__861_39950","47884__86185","52242__1604_240427","1604__240427","35701__264463","28137__1383_470565","173480__70995_257003","1282__33934","1599__309120_576610","652716__425941_633701","76122__1134563","1383__470565","40681__427918","33035__1671366","139208__217168","46506__218538","536633__33043_341225","285__729_28037","623__28901_62322","47879__839_454154","1613__1596_520080","1465754__166486_301302","39777__39778","70995__257003","31971__84031_86668","1496__823_208479","28446__169435","1402__587753","1379__187327_487175","907__39029_52227","40520__47678","47877__29370_1042156","39491__40519","390877__29363_147207","55969__29367_31998","1598__33959","1596__520080","1338__1356","39486__88233_255723","85338__114702_328813","28135__60519_180332","122355__39496_1661059","78345__1680_351091","28901__62322","83661__1735_28447","729__28037","839__454154","1515__1535_74426","1307__1322_1532","39488__1547_84112","37734__1352_33039","823__208479","861__39950","1265__36847_1002672","29363__147207","261299__1630_28141","1492__1559","1343__1308_44749","101564__165179_1661032","29367__31998","114702__328813","852__850_1512","166486__301302","187327__487175","1113588__1303_1078480","1680__351091","1590651__851_39484","43305__39492_180311","1352__33039","1535__74426","745368__52226_89014","1349__840_1304","165179__1661032","1322__1532","1547__84112","36847__1002672","40518__46503_69825","387090__573_34062","818__310297","1735__28447","29370__1042156","1308__44749","850__1512","851__39484","309120__576610","60519__180332","89093__582_1428","39496__1661059","1630__28141","33043__341225","28026__376806","840__1304","1363__2751","39492__180311","358742__860_115979","35785__856_33038","1522__301301","52226__89014","1303__1078480","89152__1590_1297750","28125__853_204516","71667__562_1502","573__34062","425941__633701","582__1428","84031__86668","39029__52227","46503__69825","410072__817_1755626","88233__255723","856__33038","1590__1297750","562__1502","860__115979","853__204516","817__1755626","39485__97478"
"SRR1055808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.00865862064542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47909878601909,0,0,0,-3.16280353284688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47813641324914,0,0,0,0,0,0,0,0,0,0,0,-2.45670636444847,0,0,0,0,0,0,0,-2.21363508582657,0,0,0,0,-2.45395657699278,-2.47059825185145,0,0,0,-4.25514024250257,0,0,0,2.89617501687035,0,0,4.25037747091931,0,-3.83412843806871,-4.27920169729756,-3.84858502143243,0
"SRR1055809",0,0,0,4.12331508792359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71354464619792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.69999719582131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19076062808176,0,0,0,0,0,0,0,-2.15691633214184,0,0,0,0,0,0,0,-2.33269059932199,0,0,0,0,-2.15347236690754,-3.3813411314209,0,0,0,-3.73588867494477,0,0,0,-2.36161729288061,0,0,3.72992355217946,0,-4.04033863636398,-5.85665463734344,-4.09044113930249,0
"SRR1055811",0,0,0,0,0,4.53402525718542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61583544559835,0,0,0,0,0,0,0,0,0,0,5.59260586997002,0,0,0,0,0,0,0,0,0,0,2.3461839103028,0,0,0,0,0,-6.26281070358479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66626018612343,0,0,0,0,0,0,0,0,0,0,-2.27505945781272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94051857117173,0,0,0,0,0,0,0,-2.25696470665507,0,0,0,0,0,0,0,0,0,0,0,3.90917754281637,0,0,0,0,0
"SRR1055813",1.06471284247847,0,0,0,0,-2.38404498602457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12928704332438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55132400001727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28658131539595,0,0,0,0,0,-2.39689446092681,0,0,0,0,0,0,4.41902279459976,-3.332484466693,0,0,0,0,-3.96047501390347,-4.15154298670565,-5.77203241174635,0
"SRR1055814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79241280129629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10455003998203,0,0,0,-3.03655498931115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25946752146368,0,0,0,0,0,0,0,0,0,0,0,-2.17814284652335,0,0,0,0,0,0,0,-1.91695802065018,-2.80427609522293,0,0,0,0.846215883112043,-1.74344476680095,-3.69520590875534,0,0,-3.77265407632115,0,0,0,0,0,-4.85714867537697,3.77046528762799,-6.40028437839296,-3.32026868774279,-3.01973491628932,0,0
"SRR1055815",0,0,0,0,0,-2.89263045106515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01018290876571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47504244859602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28689927185799,0,0,0,4.27942184421742,0,0,0,0,0,0,0,-2.31924915560679,0,0,0,0,0,0,0,-2.38996416341546,-2.29393390095461,0,0,0,-2.3135907201263,-3.4387624213631,0,0,0,-4.01705737292218,0,0,0,-3.02947649300364,0,-3.97321006565806,4.00725667517862,0,-4.13953935930442,-5.95611122895947,-5.24720720621788,0
"SRR1055816",0,0,0,0,0,-2.42146027653311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19409222746513,-2.25683996231904,0,0,0,0,0,0,-2.48070972048735,0,0,0,0,0,0,0,0,-2.94277184217608,0,0,-2.55679999512388,0,0,-2.48561322807026,0,0,0,0,0,0,0,-2.26519780931572,0,0,0,0,0,0,-4.42850749634642,-5.09703034573204,0,0,0,0,0,-4.30520839898298,0,0,0,0,-3.9089614792884,0,-3.92343769492854,0,0,0,0,0,0,0,0,0,0,0,-2.072447897906,-2.10663487463237,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29671527471408,-3.64879863585975,0,0,-3.5895850552125,0,0,0
"SRR1055817",0,0,0,0,0,-2.43166186963042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.36153620657899,0,0,0,0,-4.21176190502781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33477609217892,0,0,0,-4.09030069370827,0,0,0,0,0,0,-2.39019641882786,0,0,0,0,0,0,0,-3.03407899746464,0,0,-4.043950815951,0,0,4.13994163747904,0,0,0,0,0,0,0,0,0,0,-5.25517897778641,0,0,0,0,0,0,0,0,0,0,0,-2.82235535973461,0,0,0,0,0,0,0,0,0,0,0,0,-2.85163887849313,0,-4.88846288007468,0,0,0,0,-4.93918342238884,0
"SRR1055818",0,0,0,0,0,-2.01842060679044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60705683018614,0,0,0,0,3.49600704200505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13225718759183,0,-4.51555488810186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.99730170483011,0,0,0,0,0,0,0,4.91771352109911,0,0,-2.37897223439924,0,0,0,0,0,-3.45942803080969,0,0,0,0,0,0,0,0,0,0,0,-3.16640055252434,0,0,0,0,-2.43431512047983,0,4.12050077977514,0,0,0,0,0,-2.37396865450902,0,-5.48436663408632,0,0,0,-4.21635747030422,-4.11183432518554,0
"SRR1055819",3.87343939646354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57207495271081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45496449897044,0,0,0,0,0,0,0,0,0,0,-4.10791885428552,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.606721700204,0,0,0,0,-0.187185739337177,0,2.2686894613343,0
"SRR1055822",0,0,0,0,0,-4.9189084819401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.379366007707938,-5.0258057712483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31710413129264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45050161236351,0,0.920996812816755,0,-4.01334208182659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34502725355104,0,0,0,0,0,0,0,-2.65365965907963,0,0,0,0,0,-5.79375715585298,-4.59627335552183,0
"SRR1055823",0,0,0,0,0,-2.95499153631124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11819547682709,-4.62660304481622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.90496716791633,0,0,0,0,0,-4.39459109721082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.03155072915055,0,0,0,0,0,0.238037599965803,0,0,4.0618583873483,0,-0.342835316972442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.07784478770463,0,0,0,0,0,0,0,-2.50991583525098,0,0,0,0,0,-5.33098355011547,-4.34730174937638,0
"SRR1055824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13320673999694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96988751328106,0,0,0,0,0,-2.08157640696899,0,0,0,0,0,-3.69482245672307,0,-2.35798353470624,0,-2.57710254370066,0,0,0,0,3.41194525819831,0,0,0,0,0,3.60539609670697,0,0,0,0,0,0,0,0,4.08414728552206,0,0,0,0,-4.46367254200454,0,0,0,0,0,0,0,0,0,0,0,-1.91064000851661,0,0,0,0,0,0,0,-2.33163034020391,-2.45563903203462,0,0,0,0,0,0,0,0,-3.30932556972459,0,0,0,0,0,-4.25329156853323,0,0,-4.03850221370228,0,0,0
"SRR1055825",0,0,0,0,0,-2.41912281761456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8421080115432,0,4.19004362985761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.748358223971811,0,-2.20187267860263,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92267547659138,0,0,-2.40554897536919,0,0,-1.53887315867233,0,0,0,0,-3.81375535113752,0,-2.2702465545522,0,0,0,0,0,0,-4.16653304543469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93218237819259,-2.24192352244234,0,0,0,0,0,0,-3.88312544755392,0
"SRR1055826",4.24425749902027,0,5.21628848064025,0,0,-2.60300942819244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50854458221012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84919727642887,0,0,0,-2.2454719053622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93495444356168,-3.88927142705582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10004172283371,0,0,0,0,0,0,0,-5.61404059313523,0,0,0,0,0,-5.36942976953135,0.313830517999837,0
"SRR1055827",0,0,0,0,0,-2.4836379847557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30178717720485,0,0,0,0,0,0,0,0,0,0,0,-2.24639196398475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.89086501533603,0,0,0,0,0,0,0,0,0,0,-2.38912767003027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28196647222598,0,0,0,0,0,-3.47827375069124,0,0,0,0,0,0,4.13809051026109,-3.09344414886688,0,0,0,0,-3.95248187106411,-6.02454685883039,-5.3580024362141,0
"SRR1055828",0,-2.13689550752808,0,0,0,0,-3.70121158950432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63421888204019,0,0,0,0,0,0,0,0,0,0,0,-2.59554066821093,0,0,-2.14074030296884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.49560831045261,0,0,0,0,0,0,-3.70787097055243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2876679238619,0,0,0,0,-2.08807158463242,-3.15606763398131,0,0,0,0,0,0,0,0,-4.5626009419509,0,3.61664607442421,0,-3.96235707497441,-5.46646949417932,0,0
"SRR1055830",4.89459721396937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68830664907823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40565817043689,0,0,0,0,0,0,0,0,0,-4.65628370252873,0,0,0,0,0,0,0,0,0,0,0,4.16672217683988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35096839174773,0,0,0,0,0,-3.30692010157676,0,0,0,0,0,0,0,-5.65550943566361,0,0,0,0,-4.07199670149556,-5.72775363250178,0.133471558049601,0
"SRR1055831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21394286397903,0,0,0,0,0,0,0,0,0,0,0,0,-2.88605610883281,0,0,0,0,0,0,0,0,0,0,0,3.83466152546623,0,0,0,0,0,0,0,0,0,-4.99879581399296,0,0,0,0,0,0,0,0,3.53622610079709,0,0,0,0,0,0,0,-2.11571155221334,0,0,0,0,0,0,0,-2.32612101926639,0,0,0,0,-2.12100447656193,-3.48712329975229,0,0,0,-3.66451990259392,0,0,0,-4.92605228123362,0,0,3.67368751648629,0,-4.02895978992329,-6.03987472742821,-1.15117807209345,0
"SRR1055833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70546547483188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34357352619967,0,0.521993521426214,0,-4.68600366053227,0,-2.0667797749011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.79123922622006,0,0,0,0,0.0318899495693671,-3.57976757818447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97970319563554,-2.35382749795707,0,0,0,0,0,0,0,0,0,0,0,0,4.67015807594554,0,-4.07694881871438,0,0,-3.42894651874723,0,0,0
"SRR1055834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79346067068497,0,0,-2.58955737903876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94320111993896,0,0,0,0,0,4.48524494961004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36572306905902,0,0,0,0,3.10636500300292,0,0,0,0,0,-1.609324182515,0,0,0,0,0,0,0,-2.05998242651397,-3.22358295219879,0,0,0,0,-3.30527412167458,0,0,0,-2.78743124996523,0,0,0,-1.60573974816542,0,-5.58340945562118,0,0,-3.56799422542121,-5.72490271168297,2.78122282755536,0
"SRR1055835",4.81234657607226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240144301161807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.74583202077426,0,0,0,0,0,0,0,0,0,0,0,0,0.538414798730074,0,0,0,0,-4.75592056903055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04481497843809,0,0,0,0,0,0,0,-5.45482077686874,0,0,0,0,0,-5.2737742423015,0.670117461574057,0
"SRR1055836",3.83123990629294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35997699354752,0,-2.90887955880182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08760005751795,0,0,0,0,5.03832718894329,0,-2.21497541284965,0,4.61253073755254,0,0,0,0,0,0,0,-2.04497868044671,0,0,0,0,0,0,0,-2.13741403282219,0,0,0,0,0,-3.04668293192525,0,0,0,-3.54200697492886,0,0,3.83644995257144,0,0,0,0,0,-3.70210970165872,-5.27700963264744,0,0
"SRR1185327",0,0,0,4.26337248995906,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99412272818258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33646026585634,0,0,0,0,0,0,0,-2.48578416603676,0,0,0,0,-2.55518231799264,5.77891869789794,0,0,0,0,0,0,0,0,0,0,4.3055044722259,0,0,0,0,0,0,0,4.42570559736487,0,0,0,2.21318551598463,0,0,0,0,0,0,0,-5.18597268930898,0,0,0,0,-2.85258929336938,0,-4.34657592224159,0,0,0,0,-4.94082958924277,0
"SRR1185335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52308655411193,0,0,0,0,0,-4.23528634021275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31813375462428,0,0,0,0,0,0,0,0,0,0,0,-2.72777291999355,0,5.74717624931853,0,0,0,0,2.13344761370019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72464128893935,0,0,6.39919408342615,0,4.37774317914685,-4.37011410361575,0,0,0,0,-2.72327639925325,0,0,0,0,0,0,-4.71685308655986,0
"SRR1185337",0,0,0,-0.272184118970594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.38358243140084,0,0,-2.61530706935435,-2.55417658721997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12848587521481,0,0,0,0,0,0,0,0,0,0,0,-4.52984472151579,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30638789127349,4.58886534511792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56017413951946,0,0,0,0,0,0,3.99478100964733,0,0,0,4.42396362056787,0,0,0,-4.43435168587163,0,0,0,0,0,0
"SRR1185344",0,0,0,4.38269910683111,-4.55253558838918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66667735341104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.12133497298255,0,0,0,0,0,0,0,0,0,-2.29687626007534,0,0,0,0,0,0,3.67425995307853,0,0,0,0,0,0,0,0,0,0,0,-2.134161549351,0,0,0,0,0,0,0,0,0,0,0,-3.97830638114928,-2.96231567301619,0,3.69647623503586,0,0,0,0,-5.13088125372164,0
"SRR1185350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17512410289519,0,0,0,0,0,0,4.54848979645452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05613346392106,-3.76742545898214,0,0,0,0,0,0,0,0,0,0,0,0,-5.03123348615857,0,0,0,0,-0.768337123892903,0,0,0,0,0,0,0,0,-3.24893705080229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.813328348010084,0,5.62732404258255,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1185351",0,0,0,5.25942911714147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31001164913836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94734190936029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.61075002776621,0,0,0,0,5.10494593428909,0,0,0,-2.39677226933884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49126310370418,-4.52195169395293,0,4.15133134466704,0,0,0,-2.58910206419133,0,0,0,4.31499427063738,0,0,-4.48445632116084,3.78773747746242
"SRR1185352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44560557098511,0,0,0,0,-0.29771921218123,0,0.101625668643384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78737231258739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.82787046501212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00419444471157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.20341741405661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1185355",0,0,0,4.41087070408704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423562236878868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252605581986718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62482688844774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48860284422797,0,0,4.54633353186441,0,0,0,-3.02892716524244,0,0,0,4.31038656606325,0,0,5.24625574262548,0
"SRR1185361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149424242963279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09397156666379,0,0,0,0,0,0,0,0,0,0,-0.432662940234989,0,0,0,0,0,0,0,0,0,0,0,0,-2.5513373423169,-4.1219029378029,0,0,0,0,0,0,0,0,0,0,0,0,-4.41904590414061,0,0,0,0,-2.39213571632649,0,0,0,0,0,0,0,0,-3.31529281349528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.14330059927765,0,5.74225559494179,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1185362",0,4.94215083645905,0,0,0,0,0,0,0,0,0,0,0,0,-0.593651474242342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.50166037684873,0,0,0,0,0,0,0,0,0,0,2.24217887789626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.37081617891538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49112958795543,0,0,0,0,0,0,0,0,-2.94099972879285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.31476301457693,0,5.09396095531551,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1185363",0,0,0,4.4008150577972,-5.29057121207505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16952902940852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75773450743115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.78916734833652,0,0,0,0,0,0,0,-2.18433477850337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4116774256849,0,0,3.78337881710754,0,0,0,-5.54729040129072,0,0,0,4.17714783275316,0,0,0.472340264683552,0
"SRR1185364",0,0,0,4.49578550137975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35073054833838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07158474462631,0,0,0,0,0,0,-2.64740507025532,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.58544008989768,0,0,0,0,-2.75761191852333,0,0,0,0,0,0,0,0,-2.96704889521488,0,0,0,0,0,0,0,0,-2.19477688683276,0,0,0,0,0,0,-4.77632395043989,0,5.13907943505328,0,0,0,-2.73509177068976,0,-3.80146507927219,0,0,0,0,4.73731791019819,0
"SRR1185365",0,0,0,5.50159929606974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94757186901493,0,0,-2.34626517912658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06385049827693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.40863674328524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4192586156505,0,0,0,0,-2.23220155616245,-2.45977334313615,4.17188121634727,0,0,0,0,0,-5.79125687030676,0,-4.19027883895542,0,4.26045240541537,0,-3.86628650800767,0.367591557906253,0
"SRR1185375",0,6.46636977847145,0,4.34101216226882,0,0,0,0,0,0,0,0,0,0,-2.31341914114449,0,0,-2.34454578817275,0,0,0,0,0,0,0,4.46346960350714,0,0,0,0,0,-4.00695949166461,0,-2.40566510247109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16673418347532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51295185853189,0,0,0,0,0,0,0,0,-2.5031355561393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.35256029595187,-4.06087242578682,4.33555796146545,0,0,0,0,0,0,0,0,0,0,0,0
"SRR1185376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20792959857027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30574867783057,0,0,0,0,0,0,0,0,4.57051842564204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57663881611448,-3.9936738594873,0,0,0,0,0,0,0,0,0,0,0,0,-4.46286934226441,0,0,0,0,-2.84060647573246,0,0,0,0,0,0,0,0,-2.9781237968401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.92007474027778,0,5.15826172735699,0,0,0,0,0,0,0,0,0,0,0,0
