"","1571__47877_1661032","28038__850_305719","1681__488_143393","104663__1467_487698","147802__53408_421767","59310__285_191295","1311__28111_47879","1010__41276_999468","28130__76517_386414","1613__1308_118748","157687__29466_228604","45067__1547_239974","202611__1401_290588","529__294_587753","100884__1280_1282","108980__820_28116","28091__1267_216935","28446__516075_1844653","1755629__52226_1746653","1379__52787_56810","1144673__40216_216778","187452__136857_626932","225991__290309","310514__351091_1755626","370979__490189","1034636__588_1670","28454__1113609","28090__271420","38304__40518_441500","70775__29461_35833","41276__999468","850__305719","488__143393","33035__1710_43131","1559__36745","76517__386414","28137__1535_589437","53408__421767","1611423__40214_153721","585__33935_626931","34087__196024","38986__1472_179995","184870__40681_454155","1597__78342_82135","13690__39497_88688","243924__1453492","471__106654","33029__187491","173480__1661050","1401__290588","28025__29355_43675","860__726_28037","36874__1260_1859290","1547__239974","47877__1661032","28127__1506_169435","80866__293_32013","103892__1633_1685","33031__291644_871324","1254__1582_2741","1467__487698","245__588932","1408__40324_308892","1725__1487956","29430__202956","384638__470_582","376804__35825_45851","41976__102862","28118__1687_437898","76759__83263","1504__39489","285__191295","48296__487316","40216__216778","516075__1844653","216947__423605","52226__1746653","28132__199_39778","1280__1282","1727__191493","1267__216935","52787__56810","905__237258_328814","294__587753","33034__1827099","1590__483012","29461__35833","1710__43131","1472__179995","136857__626932","1646377__29348_34038","1358__1515_46228","33935__626931","39497__88688","40681__454155","29466__228604","1303__729_60133","588__1670","33039__387661","28128__53363","29355__43675","351091__1755626","328812__1691_28026","820__28116","208479__358742","584__39485_204516","228603__1902_387090","1582__2741","726__28037","40214__153721","309120__287_251535","1260__1859290","470__582","293__32013","1623__138595","1687__437898","199__39778","29552__284042_1161942","291644__871324","40324__308892","45254__166486","1506__169435","214856__36848_328813","237258__328814","317__122355_1463864","28125__28136","53440__189722","78342__82135","33069__882211_1463837","33038__879_69825","729__60133","1308__118748","1902__387090","1691__28026","1735__78346","35825__45851","38288__1630_165179","589436__839_77095","287__251535","40518__441500","39485__204516","329854__452084","284042__1161942","1535__589437","1680__216816_536633","2139__44749","1633__1685","626930__823_47678","122355__1463864","163202__310297","28111__47879","882211__1463837","29348__34038","1515__46228","301301__1584_39484","341225__310298_454154","36848__328813","879__69825","216816__536633","39029__187327","246787__840_1113922","823__47678","1265__39492_46503","310298__454154","2088__817_46506","57706__818_487175","163877__40520_239935","39492__46503","671267__28117_397865","817__46506","67269__821_33043","40520__239935","818__487175","28117__397865","821__33043","1630__165179","907__218538","261299__574375","839__77095","79883__84032","840__1113922","1584__39484","28129__477666"
"ERR1090110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32364916715077,-2.58127441063358,0,0,0,0,0,0,0,-3.54649177565173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02467841647024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.14270394405397,0,4.47089842749477,0,-2.1406527385434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27466270804076,0,0,0,0,0,-3.70771930451862,0,0,0,-2.28909772847019,0,0,-2.64436874846788,0,0,0,0,0,0,0,0,0,0,-3.96483356920088,0,0,4.5801810262937,0,0,0,0,-2.34549640115928,0,0,0,0,4.06251893577782,0,0,0,0,0,0,0,0,0,0,0
"ERR1090113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5334230633286,0,0,0,0,0,0,0,-3.10040558100275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.37005999036686,0,-4.38801746275193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50221562311414,0,0,0,0,0,0,-2.63233969523118,0,0,0,0,0,0,0,0,0,0,-2.62628398037346,0,0,0,0,0,0,0,-2.66305563970804,0,-4.3339645907263,0,0,0,4.54885728911105,0,-4.61254767135716,0,0,0,0,-2.62298608787815,0,-5.28115119138229,0,0,4.54314517175128,-0.00470837341113915,-4.55934609492078,0,0,0,0,0,0,0
"ERR1090118",0,0,0,0,0,0,3.36417737850385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.95056948018794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09936630863418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37848544337873,0,0,0,0,0,-3.63620911025272,0,0,0,0,0,0,0,0,0,0,-1.88681740413726,0,0,-1.80071968961886,0,0,0,0,0,0,0,0,0,0,3.26806360857095,0,0,-3.11893799260953,0,0,0,0,0,0,-4.00034627926155,0,-1.80071968961886,0,0,0.607363732445994,3.11893799260953,0,0,0,0,0,0,0,0
"ERR1090124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64544982854268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57556213838876,0,0,0,0,-2.61082876169301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.413062328850685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5820535119103,0,0,0,0,0,0,0,0,0,4.46100448174007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.944073933515883,0,-4.52208806511444,0,0,0,0,0,0,0,0,0,0,0,-0.949785283757653,0,0,0,0,0,0,0,-2.63541218463268,0,0,0,0,4.56466780266989,0,0,0,0,0,0,0,0,0,0,0
"ERR1090128",0,0,0,-4.90669181579933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75734390177895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.77549545213257,0,-1.38813389077033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77585973182134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23350736197051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81481292038183,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14334818433379,0,0,0,0,0,0,0,-2.24839520746594,0,0,0,0,-3.89433473482537,0,0,0,0,0,0,0,0,0,0,0
"ERR1090129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43080699825131,0,0,0,0,0,0,0,-5.47506123260333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29503935263742,0,0,0,0,0,0,0,3.94888985727723,0,-0.863332431454229,0,4.21028122436525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05900440160573,0,0,0,0,0,0,0,0,0,0,-3.54378823679709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975124764138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.22858112842807,0,-2.62395978026582,0,0,-3.8600157432266,4.54483165643766,-6.1380212773975,0,0,0,0,0,0,0
"ERR1090135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5739669087507,0,0,0,0,0,0,0,-3.2730491344022,0,0,0,0,0,0,0,0,0,0,0,0,-2.40575882005637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.66908739645395,0,-4.45824146295721,0,-2.46942249377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59014645088893,0,0,0,4.27716522456307,0,0,4.16689650709459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4793348448488,0,-2.25920135729846,0,0,-4.29433392025402,0,3.9130515353695,0,0,0,4.48626525198384,-4.8683356867053,0,0,0,0,0,0
"ERR1090138",0,0,0,0,0,0,0,0,0,-1.68285483444018,0,0,0,0,0,-1.8585015622585,0,0,0,0,0,0,0,-1.6413020780815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76770196619769,0,0,0,0,0,0,0,0,0,0,-2.84281858980554,0,-3.21901913177786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9147900750133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34958619043099,0,0,4.79380042566268,0,0,1.29867299298042,0,0,0,0,0,0,0,3.27599798498678,0,0,-1.53028595577534,0,0,0,-2.23428460014751,2.65053302551199,0,0,3.8698944460242,0,0,0,0,0,0,0,0
"ERR1090145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37499097281835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01072322785448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01737764117073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11360503243881,0,0,0,0,0,0,0,5.21472559817173,0,0,0,0,0,0,0,0,3.49420057256116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27514425437382,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94066544312386,0,0,-2.00496812243571,0,0,0,-2.07645044950292,-3.47270665561463,-2.39872018335046,0,0,3.5965176779383,4.15470523070392,0,0,0,0,0,0,0,0
"ERR1090147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6075470309214,0,0,0,0,0,0,0,-2.79356835721517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.41763361821924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83860232911341,0,0.277643987456818,0,-5.31203491704145,0,0,0,0,0,4.1874642608423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51071112222706,0,0,0,-2.68970226405914,0,0,-2.64864924157977,0,0,0,0,0,0,0,0,0,0,-4.65870097858346,0,0,4.58759505784494,0,0,0,-2.43381022208793,0,0,0,0,0,0,4.21548296063679,0,0,0,0,0,0,0,0,0,0
"ERR1090148",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47690433486984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29012415348216,5.54948517644299,0,0,-3.06553378922425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44190225380154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.30966027525554,0,0,0,0,0,0,-4.75033408885793,0,0,0,0,0,0,0,0,-4.22949877070123,0,0,0,0,-0.228087161443294,0,0,0,0,-2.70384469107223,0,-2.31300647466845,0,-3.03459436310478,-4.68319638071248,0,-4.00624473236154,5.2560716172596,0,0,0,0,0,0,0,0
"ERR1090149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.71585129028184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.74904114761345,0,0,0,-2.47807859050009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47248334088496,0,0,4.29215802389482,0,0,0,-2.37131305232125,0,0,0,0,0,0,0,0,0,0,-2.21619141444105,0,0,4.10723468727164,0,0,0,-2.36030477352861,-3.83855612910982,-2.32250787180914,0,0,-4.08816778909891,0,-4.0227016349521,-2.95461980452215,0,0,0,5.11755161848158,0,0,0,0,0,0,0,0
"ERR1090152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.07584036869022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82898603304768,0,0,0,0,0,0,0,0,0,0,0,0.101031808870177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24531422804358,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.88899832192878,0,0,-2.89336436763191,-2.3850342811651,-2.73415536657872,0,0,-5.01145408954786,-2.71002902760504,4.73569601070145,4.13100055277147,0,4.69390796579841,0,0,3.84351322783732,0,0,0,0,0
"ERR1090157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.31795430930876,0,0,0,0,0,0,0,-3.11037915004225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.38733471867607,0,0.821141714173661,0,-2.33894822469144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0511771614386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83654566125709,0,0,0,0,-2.40804788635707,-3.12184859494572,0,-2.43799877408633,0,-3.27964338410935,-5.40720037998349,4.17086128622929,4.22273774550815,5.68050897198453,0,0,0,0,0,0,0,0
"ERR1090163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79680866591162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11469924998321,3.55632773019933,0,0,0,0,0,0,0,0,0,-3.11216390083898,0,0,0,0,0,0,0,0,-1.58704818790919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27498283971381,0,0,0,2.74884809551884,0,0,0,0,0,-1.54874694697632,0,0,-1.47565047994702,0,0,0,0,3.66276654369872,0,0,0,0,0,2.68250840023017,0,0,2.55590160548164,0,0,0,0,-3.02360886211248,0,0,0,0,0.302247984216628,0,0,0,0,0,0,0,0,0,0,0
"ERR1090165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65748768482689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56270319664972,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09371308922756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47793520130418,0,0,0,0,0,0,0,0,0,0,-4.60290369060877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70668133374761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85616711048329,0,-3.62641744701412,0,0,0,0,0,2.55985885895337,0,0,0,0,0,3.88550904826097,0,0,0,0,0,0,0,0.452533872546878,0,0,0,0,-4.1314329230063,0,0,0,0,0,0,0,0,0,0,0
"ERR1090227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.67547664813479,0,0,0,0,0,0,0,-2.27927670092101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94782305050317,0,4.63406148903354,0,-4.66916115735059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79621384539595,0,0,0,0.214140310193739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34478293141184,0,0,0,0,0,0,0,-4.0612831699256,0,-2.34146859151164,0,0,0,0,-2.70656938758293,0,4.0555425648249,0,-4.68791569350422,-4.84318444905333,-5.18818604382705,0,0,0,0,0,0
"ERR1090245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34699764359731,0,0,0,0,0,0,0,-2.81851000308909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88180252699142,0,-4.06511916395498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2032546016226,0,0,0,0,0,0,0,0,0,0,0,0,4.87216884195811,-3.81614891202028,0,0,-2.34622466203011,-2.7150073981168,-1.87137097379556,0,-1.9559845374373,4.06378032060728,-3.21191081984293,3.24130960642356,4.70253075646368,-3.38786459766052,5.56319272934816,0,0,0,0,0,0,0,0
"ERR1090303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.71676085521611,0,0,0,0,0,0,0,-3.2242116745127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39287078340065,0,0,0,0,0,0,0,0,0,0,-5.58449843461273,0,-0.223341593282923,0,-3.03760547747237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26128702033167,0,0,0,-2.41286718340488,0,0,0,0,0,0,0,4.14457377279706,0,0,0,0,0,-4.17920855357286,0,4.67154631175261,0,0,0,0,-2.58689562961773,-2.52481211010904,0,0,0,0,4.37310285427405,4.48063466437579,0,0,0,0,0,0,0,0,0,0
"ERR1090304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55473066444764,0,0,0,0,0,0,0,-3.28745398440073,0,0,0,0,-2.37127158091525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69403732852682,0,4.42492331047751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10716285668938,0,4.22023499519061,0,0,-2.28171839725203,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95205219260514,0,0,0,-2.36920398937214,0,0,0,0,-4.10358168308742,-3.08388356574591,0,-2.6740352388069,0,0,-5.34144302049859,4.63156489484313,0,0,0,0,0,0,0,0
"ERR1090312",0,0,0,0,0,0,0,0,0,-2.19832873231363,0,0,0,0,0,-2.35325350917926,0,0,0,0,0,0,0,-3.23724579298172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.60707419003295,0,4.07595464098824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80761705610569,0,0,0,0,0,0,0,0,0,0,0,0,-2.74481638697181,0,0,-2.43681880930822,0,0,0,0,0,0,0,0,0,0,-4.75416143968282,0,0,-4.22069398656133,-2.34294630141268,0,0,0,-2.44593208540807,-4.05810203345235,0,0,-5.24902137462584,4.23647864378968,0,0,1.06235465706205,0,0,0,0,0,0,0,0
"ERR1090353",0,0,0,0,0,0,-2.73345414743227,0,0,0,0,0,0,0,0,-5.55048334190581,0,0,0,0,0,0,0,-2.63233770613876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55934264971164,0,0.71332985984107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7296596851491,0,0,4.73448146351255,0,0,0,0,0,0,0,0,0,5.69859448425634,0.0768431258401036,0,0,0,-2.35495813025672,0,0,0,0,0,0,4.07890713130205,0,0,0,-4.41190460580219,0,0,0,0,0,0
"ERR1090361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.56132421109253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15901488984075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.7395234835019,0,0,0,0,0,0,-0.519427298616122,0,0,0,-2.70426852445362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.43125362254407,4.41555724281227,0,0,4.68393048166299,0,0,0,0,-3.80017151502932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.15749013935863,0,0,0,0,3.736882538198,0,0,-2.35769185432653,0,0,0,-4.08364208028483,-5.94310560790109,0,0,0,0,0,0,0
"ERR1090389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32775719898516,0,0,0,0,0,0,0,-3.28181327999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51529715467482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.68426734191422,0,-4.03179373632651,0,-4.75272078133069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28419739537082,0,0,0,-0.513924518879129,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52583558655784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51460745181794,0,0,0,-4.35542786763998,-5.68839675086763,-4.49075132793249,0,0,0,0,0,0
"ERR1090404",0,0,0,0,0,0,-2.92776860784482,0,0,0,0,0,0,0,0,-2.21301488571049,0,0,0,0,0,0,0,-3.36336502068248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.825519100222,0,3.8330542199568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07104398159243,0,0,0,-2.28611042811868,-2.53831801020616,0,0,0,0,5.08074761282575,0,0,4.3964957594442,0,0,0,0,-4.90100704179999,0,-2.97372962595303,0,0,-0.938195967625836,-5.15065080012345,0,0,0,0,0,0,-3.95965941321459,0
"ERR1090406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.92605756961553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.06808037644561,0,0,0,-1.95865345456525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658649189705447,0,0,0,-2.96462797883963,0,0,0,0,0,0,0,-1.81919934105468,0,0,0,3.39248729772732,0,0,0,0,0,0,0,5.15258375961881,0,0,5.13488628489048,0,0,0,-1.83830206103933,0,0,0,0,0,0,0,-3.1840325693787,0,0,0,0,0,0,-2.34873849197776,0,0,0,4.06813440179819,-3.15094568780252,0,0,0,0,0,0,0
"ERR1090411",0,0,0,0,0,0,-2.69228143915127,0,0,0,0,0,0,0,0,-5.45668932586099,0,0,0,0,0,0,0,-2.97706721698794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1564316773708,0,1.26618037242181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66316824088466,0,0,0,0,-2.6439958307239,0,0,0,0,0,0,-2.38821697833884,4.57953511381407,0,0,0,-4.1365131459815,0,0,-2.82437274419837,0,0,0,4.89195709246431,0,-4.81633340965452,0,0,0,0,0,0
