"","293__821","839__28116_187327","28116__187327","53440__626930","1680__1685_78342","437898__77095_477666","452084__582_39492","305719__29356_328814","216816__329854","1685__78342","33034__2173_328812","208479__291644_454154","1630__40519","83263__80866_180282","481743__1113741","28130__76517_386414","104663__153721_1611423","1260__69825_166486","529__294_587753","29356__328814","582__39492","876__1382_57706","2173__328812","191295__310514_349096","535744__163877_626935","1308__39484","40216__28090_1144673","1311__1687_415956","291644__454154","41976__817_1582","1532__851_1691","38286__33031_184870","1453492__243924_1646377","32013__225991","1406__1265_38986","28454__1113609","626932__13690_56810","253239__850_626931","82135__28126_387661","34038__33035_39486","254__29430_40214","76517__386414","108980__216778","187452__589436","153721__1611423","34087__196024","106654__471_48296","118748__1735_28901","69825__166486","1746653__1280_28025","1401__79880_290588","471__48296","1633__103892_626937","817__1582","310514__349096","243924__1646377","173480__43770_1223514","102862__1408_28135","487316__28026_29466","850__626931","1265__38986","28126__387661","1487956__823_536633","1282__1504_191493","28127__36874","33039__28118_52787","1735__28901","88688__214856_387090","103892__626937","588__1034636","53408__820_1755626","33031__184870","1725__47877","29360__28129_29375","261299__1559_36745","317__33069_47884","29430__40214","46228__1358_39778","585__246787_487175","487698__410072_454155","1408__28135","840__100884","28026__29466","823__536633","216947__47678_239935","308892__40324_83617","43770__1223514","70775__39485_204516","80866__180282","1254__36835","28118__52787","53363__28128_397865","1504__191493","214856__387090","1280__28025","185293__287_165179","216935__516075","35825__45851_1465754","1670__1303_1623","1506__189722_351091","138595__907_633701","33029__43131_1827099","820__1755626","246787__487175","79880__290588","376804__384638","905__376806","33935__729_301301","28128__397865","47879__28111_169435","488__28091_43675","1358__39778","47678__239935","2139__35833","33032__179995_309120","28090__1144673","588932__40518_882211","287__165179","410072__454155","39485__204516","185294__589437","28129__29375","47880__101564","33035__39486","671267__28125_228603","189722__351091","1584__137591","421767__310298_328813","341225__106648_1463837","153151__1264_29348","1613__1465521","1379__28037_44749","40324__83617","45851__1465754","143393__818_310297","28111__169435","1267__1535_33043","13690__56810","907__633701","301__1515_122355","470565__28132_28137","28091__43675","1303__1623","310300__46503_218538","729__301301","43131__1827099","2741__47715","316__171399","29552__36847","1547__39483","1382__57706","860__425941","163877__626935","40518__882211","1687__415956","29524__1148157","851__1691","1510__28117_46506","1902__40215","134605__251535","284042__416016","370979__490189","310298__328813","562__1590_1161942","29461__871324","28108__171685","77095__477666","157687__228604","199__60133","1710__237258","1264__29348","405446__1661032","179995__309120","28446__29370","53412__658457","28037__44749","245__285","33069__47884","818__310297","423605__1463864","106648__1463837","1515__122355","1535__33043","28132__28137","46503__218538","879__291645","28125__228603","1590__1161942","133926__1113922","1559__36745","1472__1844653","28117__46506","294__587753"
"ERR1090045",0,0,0,0,0,0,0,0,0,0,0,4.08718244902015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31300981256772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.00625051377266,-2.12176647708166,0,0,-0.634282627437641,0,0,0,0,-3.24305466054145,0,0,0,0,0,0,0,0,0,0,0,0,3.67500734010186,0,0,0,0,0,0,0.168991859270153,0,0,0,0,0,0,0,0,0,0,0,-5.61713544378084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63585886319956,0,-2.02469706905246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56544147264238,0,0,0,3.50687819353465,0,0,0,0,0,0,0,0,0,0
"ERR1090051",-4.23200727510633,0,0,0,0,0,0,0,0,0,0,-2.68751987333297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65492096696377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91366013372642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59881795587287,0,0,0,0,0,0,0,-5.75413161899582,0,0,0,0,0,0,0,0,0,0,0,0,4.50128473919411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46537041390394,0,0,-0.631368598341902,0,0,0,0,0,0,-2.66185056460877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27014681635873,0,0,0,0,0,-2.43713339585146,0,0,0,4.61046042005829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.2212388664376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.12509094504181,0,-4.50352116068818,0,0,0,0,0,0,0,0,-2.29784851399132,0,0,0,0,0,0,0,3.68076548751698,0,0,0,-2.48658161882549,0,0,0,0,0,0,0,0,0,0,0,3.97999037432961,0,0,0,0,0,0,0,0,0,0,0,0.584986223900326,0,0,0,-2.72175462907378,0,0,0,-4.30688570097262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25905674968541,0,0,0,0,0,0,0,0,0,0,0,0,-4.71421730329157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91280106763655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88833378130302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44263732032189,0,-2.1737735701033,0,0,0,0,0,0,0,0,0,0,0,0,-2.6515910635564,0,0,0,4.23077194326141,0,0,0,-3.5629676071646,0,0,0,0,0,0,0,0,0,0,0,0,-4.59269044297528,0,0,0,0,0,0,0,0,0,0,-3.76508626756931,0,0,0,0,0,0,0,-6.17124092133119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.26850505966348,0,0,0,0,0,0,0,-2.28623495665396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126035885356538,0,0,0,0,0,3.95987510296469,0,0,0,0,0,0,0,0,0,0,0
"ERR1090066",-4.10191034777949,0,0,0,-1.7537783710873,0,0,0,3.3309171135883,3.03763324393859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84886328242387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87502159302953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24763266441588,0,0,0,-2.6738667913441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.63127313527915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93551587419897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3524118329687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.20262799563154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08301279103855,0,0,0,-1.85967893204119,0,0,0,0,0,0,0,0,3.40274884224897,0,0,0,0,0,-1.51377080900764,0,0,0,0,0,0,0,0,0,-1.49993034606187,0,0,0,0,0,0,-3.22105839606077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59795556719352,0,0,0,0,0,0,0,0,0,0,-1.36815843285944,0,0,0,2.62192795221588,0,0,0,0,0,0,0,0,0,0,-1.31641387124576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.64791805761407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36971991851637,0,0,0,2.28009570878609,0,0,0,0,0,0,0,0
"ERR1090085",0,0,0,0,1.40522442909789,0,0,0,2.8551806175626,2.54275682981969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65471650688602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.59810386961836,0,0,0,-1.42839489814464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47405253685869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92652546965742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33683999552214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090087",0,-4.52355734734933,0.019323462736752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44923309107022,0,0,0,0,0,0,0,-6.16957688439272,0,0,0,0,0,0,0,0,0,0,0,0,4.2421961533126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6054563730826,0,0,0,0,-2.19292538563746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70743924324575,-3.79825818513165,0,0,0,0,0,0,0,0,0,0,0,0,-2.12088673245763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.68942232770747,0,0,0,0,0,0,3.67348357771535,0
"ERR1090095",4.83150396111452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.685667876030699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15348630497893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29939810165675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28989964879281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30229268870472,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69827334351216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98267433889691,0,0,0,-5.71973871829981,0,0,0,0,0,0,0,0,0,0,1.5365735751979
"ERR1090096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01386603910295,0,0,0,0,0,0,0,0,0,1.60866872148838,0,0,0,0,0,0,0,0,-3.48811829936379,0,0,0,0,0,0,0,0,0,0,0,4.99212291453538,0,3.57896528814248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81934554435415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91150267913586,0,0,0,-2.56086576946455,0,0,0,0,0,0,0,0,0,-3.15119891934545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.31081975906735,0,0,-4.43554962407657,0,0,0,0,0,0,0,0
"ERR1090098",-5.09595847085606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23164934647779,0,0,0,0,0,0,0,-5.73328331632549,0,0,0,0,0,0,0,0,0,0,0,0,3.86533005277741,0,0,0,0,0,0,0,-2.05937045190943,0,0,0,0,0,0,0,0,0,0,0.104722040432234,0,0,0,0,0,-3.56693425431321,0,0,0,0,0,0,0,-2.49579335950102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96720218365063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32284090384879,0,0,0,-2.1768171779615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13934493841222,0,0,0,0,0,0,0,0,0,0,0,0,3.77035795101802,0
"ERR1090106",0,-2.01486875193173,3.48985504892866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17705244723003,0,0,0,0,0,0,0,0,0,0,0,0,-2.09355360833369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.95553691920698,0,0,0,0,-3.6261412180031,0,0,0,0,0,0,0,0,-2.32732386244087,0,3.50338902111602,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.38708930014321,-2.25962462405538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03104317541503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.91378465489765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05071182279908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.738396251864893,0
"ERR1090107",0,-1.6146818066168,2.79671092711741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6146818066168,0,0,0,0,0,0,0,0,-3.25600856194963,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79671092711741,-1.94834186122493,0,0,0,-5.63957225917603,0,0,0,-1.90693680210018,0,0,0,0,0,0,0,0,3.70090446950964,0,0,0,3.3746270941549,-2.48475689440693,-1.62852245807617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30291142806043,0,0,0,0,0,0,0,0,0,-4.30372518556986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01860837202728,0,0,0,2.82068363865488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49633226093514,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46797448006708,0,-2.32364598203566,0,0,0,0,0,0,0,0,0,0,0,0,-4.93346010670786,0,0,0,4.27465719125957,0,0,0,-6.12775981605509,0,0,0,0,0,0,0,0,0,0,0,0,0.615347457092816,0,0,0,-2.14064955342829,0,0,0,0,0,0,4.02467289968905,0,0,0,0,0,0,0,-1.6718055165592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70771378773742,0,0,0,0,0,0,0,0,0,-2.34852209271622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06775958728247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090113",-4.57125138947675,-2.5334198782135,4.38801194597073,0,0,0,0,0,0,0,0,-2.66305245459293,0,0,0,0,0,-2.50221243799903,0,0,0,0,0,0,0,0,0,0,-4.61254215457596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33395907394511,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62628079525835,0,0,0,0,0,0,0,-3.10040239588764,0,0,0,0,0,0,0,0,0,0,0,0,4.54885177232985,0,0,0,0,0,0,0,0,0,0,0,-2.63233651011607,0,0,0,0,0,0,-5.37005447358567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.55934057813958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64193160090422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.62298290276304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.57595976288789,0,0,0,0,0,0,0,0,4.54313965497009,0
"ERR1090118",-3.11893247582834,0,0,0,-1.95056629507283,0,0,0,3.26805809178976,-3.37847992659754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36417100827363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.80071650450376,0,0,0,0,0,0,0,-2.09936312351907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63620359347153,0,-1.80071650450376,0,0,0,0,0,0,-1.82483914730381,0,0,0,0,0,0,0,0,0,0,0,0,3.11893247582834,0,0,0,-3.16071411877087,0,0,0,3.11893247582834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.17550076172752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76807785121687,0
"ERR1090120",-4.35019024063719,0,0,0,2.54630329303027,0,-2.51158350645796,0,4.8024819861137,4.48083128893884,0,0,0,0,0,0,0,0,0,0,-4.35019024063719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.00325195556748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65434916026003,0,0,-0.665268648973763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59746760659816,0,0,0,-2.33965858590135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05240754314588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090124",0,0,0,0,2.63668957036316,0,0,0,4.88718079159122,4.52208254833324,4.97605183673463,0,0,0,0,0,0,5.1511179065473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36997393485339,0,0,0,0,0,0,0,-2.64544664342757,0,0,0,0,0,0,0,0,0,0,0,0,-5.83696607534888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.72650756512135,-4.5820479951291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.72244963001109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090128",0,0,0,0,0,0,0,0,3.14334266755259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86775023604791,0,0,0,0,0,0,0,0,0,0,0,0,-2.75734071666384,0,0,0,0,0,0,0,0,5.93176822280281,3.23503830468375,0,0,0,-2.24839202235083,0.627543066427049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.77585421504015,0,0,0,0,0,0,0,0,0,-3.89432921804417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55395119893025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090129",-4.54482613965647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.41755385017287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.50846738029705,0,0,0,-3.54378505168199,0,0,0,-2.48830482533644,0,0,-0.96292710607169,0,0,0,0,0,0.0888741140506289,0,0,0,0,0,0,0,0,-6.1380157606163,0,0,0,0,0,0,-2.34346409879383,-4.30987038220152,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29503616752232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97511924735681,0,0,0,0,4.05899888482453,0,0,0,0,0,0
"ERR1090135",0,-2.57396372363559,4.45823594617602,0,0,0,0,0,0,0,0,0,4.48625973520264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.27304594928709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46941930865489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.66908187967275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27715970778188,0,0,0,0,0,0,0,0,0,-2.32675242440659,0,0,0,0,0,0,-2.40575563494127,0,0,0,0,0,0,-2.81073173410966,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47933165973369,0,0,0,0,0,0,0,0,0,0,0,0,4.03005341570627,0,0,0,0,0,0,0,0,0,0,0,4.1668909903134,0,-4.8683301699241,0,0,0,0,0,0,-4.29432840347283,0
"ERR1090138",-3.869888929243,-1.85849837714339,3.21901361499667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91478455823211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64129889296639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84281307302434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.89139513338168,3.19006494124699,-2.76769878108258,0,0,0,0,-1.93388130360408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27599246820559,0,0,0,0,0,0,0,-4.79379490888149,0,0,0,0,0,0,0,-3.3495806736498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090145",-4.15469971392273,0,0,0,0,0,0,0,0,0,0,-2.01737445605562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49419505577996,0,0,0,0,0,0,0,0,0,0,0,-3.01072004273937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27514106925871,0,0,0,0,0,0,0,-2.37498778770324,0,0,0,0,0,-5.21472008139054,0,0,0,0,0,0,3.94065992634267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11359951565762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.84688446389855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90807041765683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.08141220170842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123811022323669,0
"ERR1090147",0,-2.72362141489705,4.71745067118433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83526086620826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.33834513540869,0,0,0,0,0,0,0,-5.67748441789419,0,0,0,0,0,0,0,0,0,0,0,0,-0.0711059207385245,0,0,0,-5.31202854681124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156497846308935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.51071112222706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43380703697283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2154774438556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090148",-5.2560661004784,0,0,0,0,0,0,0,0,0,-2.77473940310639,0,0,0,0,0,0,0,0,0,0,0,-4.8059896239436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30932076728487,0,0,0,0,0,0,0,-2.47690114975473,0,0,0,0,0,0,0,0,0,0,0,0,3.99986089991133,-5.14484845729997,0,0,-3.06553060410914,0,0,0,-2.31300328955335,0,0,0,0,0,0,0,0,0,0,-4.29011863670096,0,0,0,0,0,-4.00623921558034,0,0,0,-0.455242802576658,0,0,0,0,0,0,-5.30965475847434,0,0,0,0,0,0,0,-2.44189906868644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.22949325392003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090149",-5.11754610170038,0,0,0,0,0,0,0,4.10722917049045,0,0,-2.21618822932594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.83855061232863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87327867442788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36282714872499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47807540538498,0,0,0,0,0,0,0,0,0,0,0,-2.35301777132664,0,0,-5.82458747866367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29215250711363,0,0,0,0,0,-4.07554633105022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3603015884135,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32250468669404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08816227231771,0,0,0,0,0,0,-4.02269611817091,0
