"","291644__1535_1646377","1535__1646377","349096__1408_40324","1661050__39484_187327","28446__901_1223514","53408__1260_1827099","39484__187327","82135__40214_1465754","43770__216778","28025__35833","1408__40324","1487956__585_1725","33035__28117_189722","901__1223514","47877__29466_47770","1532__1358_28118","187491__1859290","1401__481743_1113741","118748__1613_1465521","45067__40681_475254","28128__36874_43131","1611423__41276_104663","999468__28127_309120","587753__529_1506","2741__1258_47715","28091__287_28901","34087__196024_370979","239974__1264_487175","47880__169435_376804","588__48296_516075","40214__1465754","1453492__28454_243924","28117__189722","840__28038","67269__1735_44749","2173__182710_310514","59310__179995_328812","290309__225991_376805","1282__1504_29356","658457__1515_69825","53412__52787_191493","1582__55197","441500__2139_38304","1590__36835","115979__100884_187452","39029__487698","40216__28090_271420","1264__487175","245__153151_1671366","56810__13690_626933","1358__28118","287__28901","1735__44749","585__1725","76517__860_425941","32013__33034_80866","39490__850_38986","225991__376805","48296__516075","36848__301_1382","1681__28130","574375__28026_47884","1633__103892_535744","28127__309120","39496__147802","29375__1113609","47879__729_28111","1580__305719","1406__33032","254__79880_405446","43263__959_290588","169435__376804","35825__185294","1515__69825","202611__39497_328814","29466__47770","1260__1827099","179995__328812","876__823_397865","529__1506","33964__1307_33031","28454__243924","1512__208479_437898","316__180282","1571__33069_166486","1504__29356","196024__370979","562__78342_626937","216947__28116_46506","1144673__39492_218538","1267__301301_329854","1661032__317_28125","52787__191493","490189__46503_47678","182710__310514","13690__626933","41276__104663","100884__187452","1559__36745","228604__28137_470565","729__28111","79885__1902_192421","285__83617","1467__308892","1727__46228","28026__47884","481743__1113741","29360__39483","29354__88688","40681__475254","1599__341225","183417__122355_454154","1428__101070","1687__133926","2139__38304","1121830__1148157","1691__28124","93064__103621","1902__192421","33959__251535","28131__284042","98513__1463864","157692__1463837","1258__47715","28135__76853","39486__1113709","54006__1755629","300__1311","40215__387661_633701","39497__328814","28090__271420","86664__40519_261299","1613__1465521","1071390__817_536633","29533__487316","37734__310297_882211","270498__310300","471__416016","163665__1265_40518","106654__137730","103892__535744","823__397865","70775__71999","28126__137591","381706__108980_216935","850__38986","357276__29552_84032","33069__166486","959__290588","171399__1308_33038","208479__437898","33034__80866","79880__405446","479117__29348_40520","52133__106648_588932","29370__36847","39492__218538","301301__329854","78342__626937","28116__46506","1352__33043_239935","317__28125","860__425941","1121298__45851_351091","46503__47678","1307__33031","33039__185293","879__574930","122355__454154","36874__43131","376806__246787_310298","1113922__589436_626930","102862__584_1680","153151__1671366","301__1382","33935__1630_84030","488__43675_387090","310297__882211","817__536633","387661__633701","40519__261299","1265__40518","108980__216935","158849__1623_143393","29552__84032","1308__33038","626931__818_204516","237258__294_410072","33043__239935","28137__470565","45851__351091","29348__40520","52226__291645","157687__1685_28132","584__1680","1630__84030","60133__39778_216816","246787__310298","57706__907_28037","589436__626930","43675__387090","1379__1303_1161942","106648__588932","228603__820_821","626932__328813_1755626","818__204516","1623__143393","294__410072","839__165179_214856","1685__28132","39778__216816","907__28037","1303__1161942","165179__214856","328813__1755626","820__821"
"ERR1249688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63535904600017,0,0,0,0,0,0,0,0,0,0,-2.59641101701191,0,0,0,0,0,0,0,0,-4.56457576385854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4971157987962,0,0,0,0,-2.57031551365037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49776435608235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45191706112493,0,0,-2.49399256857742,0,0,0,0,0,0,0,-4.32625477006919,0,-2.65626133854311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79807123049409,0,4.3197218424753,0,0,0,0,0,0,0,0,4.60077959653759,0,0,0,0,0,0,-3.03366830401942,-4.84640153441253,0,0,0,0,0,0,0,0,-5.25446763587293,0
"ERR1249691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24135420340709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88213935805915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.09390971168604,0,-2.33273558232411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.11962608785243,0,0,0,0,0,0,-2.17842029235151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.04041654920912,0,3.62675800710212,0,0,0,0,0,0,0,-3.77313462659187,0,0,-0.680411541126785,0,0,0,0,-2.19627901203123,0,0,0,0,0,0,-2.47123440805376,-2.55514214298366,0,0,0,0,0,-3.80406683643526,0,0,0,-4.42563601220812,-4.28030355216152
"ERR1249695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.36818183001287,0,0,0,0,0,0,0,0,0,0,-2.57906582601816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.83386205871262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.46707304672804,0,0,0,0,0,0,0,0,0,0,-2.26165544173447,-2.33225051262705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59191105882483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55246302343123,0,0,-4.03957638384861,0,0,3.91730213429873,-2.83789054123739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75727083501537,0,0,0,0,0,0,0,-2.80704987282664,0,-4.9153706037423,0,0,-2.68894483345488,0,0,0,0,0,0,0,0,0,0,0,0,-2.19260163770673,4.86195299911549,0,0,0,0,0,0,0,0,-3.79769743726678,0
"ERR1249711",0,0,0,0,0,0,0,0,0,0,0,0,-2.05103981335039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55250516506947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.15387311857197,0,0,0,0,0,0,0,0,0,-2.12277098967604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218370213894706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67674720695218,0,0,0,-2.19526486682177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31634042862056,0,0,0,3.80231028540623,0,0,0,0,0,0,0,0,0,0,0,0,-5.06438742596618,-2.4987767233616,-4.01201930999668,0,0,0,0,0,0,0,0,-4.32800824163277,0.639362453308788
"ERR1249715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4687061159936,0,0,0,0,0,0,0,0,0,-4.96517242373132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27592442185693,0,0,0,0,0,0,0,0,0,0,0,-2.41066356213229,0,0,0,0,0,0.559005111139757,-3.0915743905282,0,0,-2.49643466419611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33052113762407,5.35476391977363,0,4.32395167616382,-4.17539176956809,0,0,0,0,0,0,0,0,0,0,0,0,-3.09423934472231,0,0,-4.0365810184781,0,0,0,0,0,0,-5.35937975583766,0
"ERR1249732",0,0,0,0,0,0,0,0,0,0,0,0,-2.58042785404295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46943214846831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.68232837043286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.37401940601734,0,0,0,0,0,0,0,0,0,0,0,-4.64592902017314,0,0,0,0,0,0,0,0,0,0,-2.49156666573687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.287684505124725,0,0,0,0,0,0,0,0,-4.31552005550124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83819158117338,-5.72986666837353,0,0,0,0,0,0,0,0,0,-1.10550209881614,4.91589202020654
"ERR1249733",0,0,0,0,0,0,0,0,0,0,0,0,-2.60292797635638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50840350349169,0,0,0,0,0,0,-2.56644909620928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4452202296737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.75555705478771,0,0,0,0,-2.5922730663347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522677590348257,-2.63420537001664,0,0,0,4.48994865798407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.56257753843959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.32889013804646,-3.0859462503194,0,0,0,0,0,0,0,0,0,-5.34501569497987,0.385479007603259
"ERR1249735",0,0,0,0,0,0,0,0,0,0,0,0,-2.55896785247319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46501595016705,0,0,0,0,4.43226233541898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.269532867157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87055262707921,0,0,0,0,0,0,0,0,0,-2.65261821286717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9719429959015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59446951776849,-2.30393670106297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99053542366369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35345018693513,-5.49264088152452,0,0,0,0,0,0,0,0,0,-0.589503294109276,-5.808346104423
"ERR1249738",0,0,5.34401421181957,-2.46138737365273,0,0,-4.26324798827505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32495934865366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02694771740039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.29870788334334,0,0,-2.07275435260632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.98147884570978,0,-3.59011585032368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16012922778055,-3.06352439871908,0,0,0,-3.60514525800392,0,0,0,0,6.2442947555288,-5.30617990880835,-4.68037727485115
"ERR1249739",0,0,0,0,0,0,0,0,0,0,0,0,-2.74341078835569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.48641675493251,0,0,0,0,4.75172687146465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30660014833364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.55878450172605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46720662890029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43194476260934,-2.97096595947471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.27332723402604,0,0,0,0,0,0,0,-2.58549090505214,0,-5.14586398936781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37395657412642,-2.82732470424068,4.47820161005755,0,0,0,0,0,0,0,0,-4.89707003723951,-0.905756635027396
"ERR1249742",0,0,0,0,0,0,0,0,0,-3.991843413469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03271084442322,-2.56294787040511,0,0,0,-2.6060614221387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4874150720169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.4391559286921,0,0,5.25280926720613,0,0,0,0,4.51383079078943,0,0,0,0,0,-3.07928215785355,0,0,0,0,0,0,0,-4.30832928424587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.33347314824268,0,0,0,0,0,-5.76519692699847,-2.79743323049513,0,0,0,0,0,0,0,0,0,-4.84529648599911,-2.02161142773712
"ERR1249743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3756698926974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94217140192776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1147809561636,0,0,0,0,0,0,0,0,0,-3.36393954514616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.77008792905864,-3.11780223456506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.40019187821846,0,0,3.06588222699394,-2.09982404933092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10683375840392,0,0,0,0,-3.63700194039618,0,0,0,0,0,0,0,0,0,-3.10065610297684,0,0,0,0,0,-2.67581558739971,0,3.64914311265688,0,-3.58411881890663,0,0,5.3704939071544,0,6.20787589471003,-4.63464854906105,0
"ERR1249745",0,0,0,-2.31493189230926,0,0,-4.00957965354121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31422579755492,0,0,0,0,0,0,0,0,0,0,0,-2.91561285696983,0,0,0,0,0,0,0,0,0,-2.91496588285269,0,0,0,0,-2.80468724225465,0,0,0,0,0,0,-4.00835666155172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30466502794312,0,0,0,0,0,0,0,5.0499896034728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04886901143074,-3.21444028771195,0,0,0,-4.8578608029253,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72384773039351,0,0,0,0,0,0,0,0,0,-5.56757389621343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.41404067415908,0,0,0,0,0,0,0,0,0,0,0,-0.0391893323675653
"ERR1249746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16441434854657,0,0,0,0,0,0,0,0,0,0,-2.5084024163264,0,0,0,-2.70974757768346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4043779449588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74887562031375,0,0,0,0,0,0,0,0,0,0,0,-2.14315385308621,0,0,-4.34468043090586,0,0,0,0,0,0,0,4.69342048023444,0,0,0,-4.16450476126669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71205136198232,0,0,0,0,-2.25672889749955,0,0,0,0,0,0,-5.93548204480329,-3.04073650136328,0,0,0,0,0,-3.90876910937812,0,0,0,-5.26671011279043,-0.790975355543928
"ERR1249747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75006130111428,0,0,0,0,0,0,0,0,0,0,0,-2.60570170815191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66603558523623,0,0,0,0,0,0,-4.7632458974589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51320774788812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.29671664729821,0,0,-2.75960675523619,4.61770908841577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149934493259358,0,-4.77977910897938,0,0,0,0,0,0,0,0,0,0,0,0,-2.80769115456326,-2.87371537877364,0,0,0,0,0,0,0,0,0,-4.97742104252799,-4.86306373166529
"ERR1249750",0,0,0,0,0,0,0,0,0,0,0,0,-2.36966950379604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10438797772127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.57530808405471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.17715899338846,0,0,0,0,0,0,0,0,0,0,0,-4.46056444672562,0,0,0,0,0,0,0,0,0,0,-2.81494670369131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775143534420412,0,0,0,0,0,0,0,0,-4.87563071139188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5251031689707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.47175002761496,-2.79671112844862,4.37360698301043,0,0,0,0,0,0,0,0,-4.84404576856629,0.564325036715382
"ERR1249754",0,0,0,0,0,0,0,0,0,0,0,0,-2.50271248093951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33482517372399,0,0,0,0,0,0,-2.5527646167951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42151801605321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8923665578168,0,0,0,0,-2.24596673252732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.431443286154,0,0,0,0,0,5.0097258322518,0,0,0,0,3.89012849284677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.98811429521352,0,0,0,0,-4.21138330734097,0,0,0,0,0,0,0,0,0,0,0,-2.9912318389954,-3.23341484064728,5.17556577813269,0,0,0,0,0,0,0,0,-5.60043878594831,5.18096552235772
"ERR1249755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75936056408172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77935269339147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.736733320974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.79478955588327,0,0,0,0,0,0,0,0,0,0,4.74016115869367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.73473100415532,0,0,-0.380321061339922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610649632793082,0,0,0,0,0,0,0,0,0,0,0,-2.33755074659701,-3.45127244424762,0,0,0,0,0,0,0,0,0,-5.9777792241993,-4.04875665837659
"ERR1249757",0,0,0,0,0,0,0,-2.59909654669396,0,0,0,0,-2.06156974735778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.50176727265076,0,3.57074354577061,0,0,0,0,0,0,-1.97150646906574,0,0,0,3.73353612038862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41474937187258,0,0,0,0,-1.97918494454904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42804888153433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10478944260062,0,0,0,0,0,0,0,0,0,-2.2359832444801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.64560225381886,0,0,0,0,0,0,0,0,3.87283658431223,0,0,0,0,0,0,-2.0953611472043,0,0,0,0,0,0,0,0,0,-3.62927196716366,0
"ERR1249763",0,0,0,0,0,0,0,0,0,0,0,-2.35006135225548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07042566301051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0581622522034,0,0,0,0,0,0,0,0,0,-2.09480865098897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17389684247084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.56484159103667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62831501564772,0,0,0,0,0,0,0,0,0,0,-2.66639347739398,0,-3.66824650236394,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.50440712438448,0,0,0,0,0,0,0,6.35358931678117,0,0,4.61832897581663,0,0,0,0,0,-2.17504438838504,-2.79375898408062,4.3377603822714,0,0,0,0,0,0,0,0,-4.83893250452964,-3.76728738940047
"ERR1249768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58892648828407,0,0,0,0,0,0,0,0,0,-3.29045297334494,0,0,0,0,0,0,0,0,0,4.48415221476888,0,0,0,0,0,0,0,0,0,-5.69923172974951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39686067243393,-2.23910642779687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87824609649823,0,0,4.15148446331927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.80670679475381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.8613587704624,0,0,-5.20578196527975,-2.9389503870195,0,0,0,0,0,0,0,0,0,-5.09041139124199,-0.451988100908816
"ERR1249771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63423407845099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.56262726290649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.39621744767577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3142929941028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.30072948573028,0,0,-2.52363655447133,4.15037036535745,0,0,0,0,0,-3.08496946167721,0,0,0,0,0,0,0,0,0,-4.00847304938674,0,0,0,0,0,0,0,3.98498036375666,0,-4.3710667321824,0,0,0,0,0,0,-5.34332384742334,0,0,0,0,0,-5.61917843598502,-3.17618818515304,0,0,0,0,0,0,0,0,0,-5.50131931108505,-1.23135575903859
