"","40520__626937","1504__1282_39489","39492__351091","28125__48296_397865","39484__28111_633701","582__187491_1859290","48296__397865","840__29375_246787","28111__633701","29375__246787","39497__216778_1144673","1428__133926_163877","28038__1687_508460","83263__80866_180282","290309__32013_225991","45067__1717_40681","33964__28117_187327","626932__28901_79880","28127__1630_40518","1264__410072","376806__53408_1661050","40519__46503_47678","309120__536633","305719__585_310514","43770__839_1646377","1010__76759_999468","671267__1510_387661","32013__225991","1113609__28454_243924","28117__187327","191295__29466_43675","147802__1827099","173480__38986_574375","1467__36848_184870","28126__216816_349096","153721__626933_1611423","1267__28132_470565","239974__33029_33032","729__40214","860__287_293","34087__511_196024","202956__28090_106648","1630__40518","588__471_516075","1582__820_28116","1401__202611_290588","46503__47678","1661032__1352_47877","56810__907_261299","28901__79880","405446__584_33069","308892__1408_1522","839__1646377","13690__37734","80866__180282","1487956__1725_191493","40216__254_29430","70775__1358_169435","100884__1559_36745","216816__349096","585__310514","76759__999468","1597__1308_69825","39486__166486_301301","33034__1260_33031","1510__387661","28135__28118_216947","187452__425941","1680__1685_589436","1532__28137","626933__1611423","287__293","535744__1755629","38304__823_46506","1034636__285_83617","216778__1144673","36835__39490","182710__218538_239935","471__516075","28129__45851_179995","317__47884","588932__33043_882211","183417__216935_1465754","907__261299","53363__36874_43131","108980__122355_310297","511__196024","291644__328812","28091__488_41976","1121298__818_821","28454__243924","487698__40324_47880","584__33069","850__291645","38986__574375","1308__69825","820__28116","36848__184870","28090__106648","202611__290588","1352__47877","102862__29356_228603","1571__562_143393","1685__589436","1358__169435","29466__43675","358742__1512_208479","53408__1661050","34038__1303_328814","1689__817_1735","1406__288965","1260__33031","28446__29370","823__46506","1547__39483","136857__1280_28025","218538__239935","33043__882211","876__1506","28132__470565","1304__29461","316__301_251535","45851__179995","1379__28037_387090","1408__1522","166486__301301","254__29430","82135__52787_78342","57706__1623_2173","1725__191493","122355__310297","1710__39645_105229","28118__216947","818__821","185293__189722_310298","33029__33032","216935__1465754","488__41976","103892__33038_204516","547163__745310_1113922","137732__1535_39485","33935__479117","2741__47715","88688__574930","470__626935","901__454155","817__1735","1717__40681","1254__1681","153151__415956","386414__1515_28128","133926__163877","1687__508460","40324__47880","29524__1148157","300__1691","1512__208479","851__237258","370979__490189","502558__29552_39496","1902__357276","157687__228604","1303__328814","39645__105229","303__1661055_1661059","34062__1382_52773","1661055__1661059","202955__202952_633417","1382__52773","114527__207340","202952__633417","1660__284042","137591__214856_487175","199__60133","1472__1844653","187491__1859290","28130__76517","36874__43131","301__251535","1282__39489","1670__1463864","1727__29348_1755626","452084__329854_454154","28037__387090","185294__589437","29356__228603","341225__1463837","33038__204516","562__143393","52787__78342","1623__2173","1535__39485","879__1265_1161942","285__83617","53412__658457","189722__310298","1515__28128","437898__626931","41276__55197","529__101564","1613__118748","745310__1113922","29552__39496","29348__1755626","1280__28025","214856__487175","329854__454154","52226__165179_328813","294__587753","1559__36745","1265__1161942","165179__328813"
"ERR1090017",3.28822840202601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60236093881004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0404623109499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.80126142769852,0,0,0,0,0,0,0,0,0,0,0,-3.80922019140104,0,0,0,0,0,0,0.902475289037779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11987631048789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.536031130911617,0,0,0,0,0,0,-1.71885025659502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9660966549493,0,0,0,0,0,0,0,0,0,-2.97713597502538,0,0,0,0,0,0,0,0,0,0,0,-5.13743010653227,0,0,0,0,0,0,0,0
"ERR1090022",0,0,0,-2.03237853845751,0,0,-3.52018288882099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50373787435864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20257413162458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2811108390527,0,0,0,0,0,0,0,-2.78962246967234,0,0,0,-2.81350714397216,0,0,0,0,0,0,0,0,0,0,3.81497030341067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95099987093535,0,0,0,-4.83176785140827,0,0,0,0,0,0,0,0,0,0,0,0,4.87313732081779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.21014546319218,-2.02765887258605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.56013504193558,0,0,3.51200818773687,0,0,0,0,0
"ERR1090026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95327631566093,0,0,0,0,0,4.38448512785977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46513748707645,0,0,0,-2.15347436640784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.98559037155224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72992701541558,0,0,0,0,0,-2.923961490628,0,0,0,0,0,0,4.26974337525907,0,0,0,0,0,0,0,0,0,0,0,0,-2.18938584371101,0,3.43914340654804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.06444986114253,0,0,0,0,0,0,0,0,0,0,0,0,-3.79212751867953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.04699665466446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27755301637124,0,0,0,0,0,0,0,0
"ERR1090030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.24420579116742,0,0,0,0,-2.210115598628,0,0,0,0,0,0,0,3.88707845294228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.41585594371967,0,3.82803250742421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79464123503634,0,0,0,0,0,0,0,0,0,0,0.704435705500521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.84046060800998,0,0,0,0,0,0,0,0,0,-2.49675265729089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47827709073309,0,0,0,0,0,0,0,0,0,-4.32450245636043,-4.94747839990366,0,0,0,0,0,0,0,0,0,0,-6.02455264395257,0,0,0,0,0,0,-1.16343112320704,0
"ERR1090035",3.35430273765427,0,-3.30304070503518,-2.00238425483603,0,0,-3.46823126565195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83319275071465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.11616890221809,0,-3.17518298430472,0,-2.119828805784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66531205603899,0,0,0,0,0,0,0,0,0,0,0,0,3.67165119496595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44270956154734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52002463229455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23089706873429,-4.36481069945923,0,0,0,0,0,0,0,0
"ERR1090036",0,0,-4.72111932725041,0,0,0,0,-2.44537369033724,0,-4.2355114751563,0,0,0,0,0,0,-2.40670033499762,0,0,0,0,4.96052841450057,0,0,0,0,0,0,0,4.16852725880891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.81478517068838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.19610662191236,0,0,0,0,0,0,0,0,0,0,0,-2.91267828285172,0,0,0,0,0,0,4.87535092802371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.53581905555954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.04490677200165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.86766912247594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.96694861942478,0,0,0,0,0,0,0,0
"ERR1090040",4.56149166617055,0,-3.32166729147994,0,0,0,0,0,0,0,4.88670626204304,0,0,0,0,0,0,0,0,0,0,0,-3.51914717404711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.28390598792661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.07582435990848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95584121079969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59543325895064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.58293393512988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.52973626211341,0,0,0,0,0,0,0,0,0,-4.47377280823877,0,0,0,0,0,0,0,0,0,0,0,-6.11368254329868,0,0,0,0,0,0,0,0
"ERR1090045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.31300450398732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.00624131904168,-2.85801686499971,0,0,0,0,0,0,-2.12176116850126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.63585355461916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.04358591592967,0,0,0,0,0,0,3.67499814537089,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76044936955923,0,0,0,0,4.95023041906822,4.56543227791141,0,0,0,0,0,0,-2.02469176047206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.53959463602237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.24304935196105,0,0,0,0,0,0,0,4.78123855979807,0,3.50686899880368,0,0,0,0,0,0,0,0,0,0,0,-5.61712624904986,0,0,0,0,0,0,0,0
"ERR1090047",3.80422772341303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81228960214083,0,0,3.23982020985196,0,0,-3.39939488203173,0,0,0,0,0,0,3.13897766893671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.44905132085013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16994622489729,0,0,0,0,0,0,0.00639930090831693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.75845711121438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.51771593402229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03524485396111,0,0,0,0,0,0,0,0
"ERR1090051",0,0,-4.27013762162776,0,-2.66184525602837,0,0,0,4.61045122532732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.69480008581222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83689769233288,0,0,0,0,-2.59881264729247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44334523091469,0,0,0,0,0,0,4.66753066486774,0,0,0,0,0,0,-4.91365093899545,0,0,0,0,0,0,0,0,0,4.50127554446314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.23199808037536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.0593209160228,-2.68751456475256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.29889926320964,0,0,-4.6549117722328,0,0,0,0,0
"ERR1090060",3.94392813032043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.12508563646141,-4.02212006008681,0,0,0,0,-4.50351054352737,0,0,0,0,0,0,0,0,0,0,0,0,-2.72174932049338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.68075629278601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7456277513501,0,0,0,0,0,0,0,0,4.7142081085606,0,0,0,0,0,0,0,0,0,0,0,0,-0.394084633336076,0.584986223900326,0,0,0,0,0,0,0
"ERR1090063",4.37684416101667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.59268124824431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82227551594364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88832458657205,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44263201174149,0,0,0,0,0,-2.1737682615229,0,0,0,0,0,0,0,-2.13788556386825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.23076274853044,0,0,0,-2.28622964807356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.56296229858419,0,3.70292641738784,0,0,0,0,0,0,0,0,0,0,0,0,3.95986590823371,0,0,0,0,0,0,-6.17123172660022,-3.76507707283833,0,0,0,0,0,0,0
"ERR1090065",2.08813523687916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97937574259316,-1.57683275982337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.73115445505313,0,-1.31592876441361,0,0,0,0,3.42837935344073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27925547910571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.32653410991677,0,0,0,0,0,0,0,0,0,-1.19125829965173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33586252208054,0,0,0,0,0,0,0,0,-3.53368285840116,0,0,0,0,0,0,0,0,0,-2.297624476349,0,0,0,0,2.0633198999349,0,0,0,0,0,0,-1.17389220942606,0,0,0,0,0,0,0,0
"ERR1090066",3.24762346968491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85122611019998,-1.87501628444913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92310058359813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24762346968491,0,0,0,0,0,0,0,0,0,3.33090791885733,0,0,-2.22213694360108,0,0,0,0,0,-1.7537730625069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3682337349018,0,0,0,0,0,3.84885408769289,0,0,0,0,0,0,0,3.03762404920762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.10190115304851,-1.93551056561856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6738614827637,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35240263823773,0,0,0,0,0,0,0,-4.63126394054818,0,0,0,0,0,0,0,0
"ERR1090082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.78998890811441,0,0,0,-1.34364833399996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.02814470802793,0,-2.32726718199321,0,0,3.1003517338389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05972113385437,0,0,0,-1.99019579019547,0,2.44105978428607,0,-2.54502664120807,0,0,0,0,0,0,-0.0108624827892847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.56754165325915,0,0,0,0,0,0,0,0,0,0,0,0,3.44712022562824,0,0,4.40811544918874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73918010989302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01234831384793,0,0,0,0,0
"ERR1090085",3.20106219012902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65471119830562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.64843398955437,0,0,0,0,0,0,0,0,0,0,0,0,-1.41137621703261,0,4.59809467488739,0,0,0,-2.50232912901306,0,0,0,0,0,2.85517142283162,0,0,0,0,0,0,0,0,1.40521912051748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44457531649483,0,0,2.54274763508871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.35490975064126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862787458663448,0,0,0,0,0,0,0,0
"ERR1090087",3.64305689581698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.37707658576512,0,0,0,0,0,0,0,0,0,0,0,0,-0.234370269196534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.88867936733087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19292007705705,0,0,0,0,0,0,0,0,0,-2.44922778248982,0,0,0,-2.70743393466534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613104816295401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24218695858162,0,0,4.68941313297649,0,0,0,0,0,0,0,0,-3.79824899040068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.54823846820168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.14572930429567,0,0,0,0,0,0,0,0
"ERR1090095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1673948382755,0,0,0,0,0,0,0,0,0,0,-2.78946480395981,0,0,0,0,0,0,0,0,0,0,-2.29939279307634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83149476638355,0,0,0,0,0,0,0,0,0,-3.28989434021241,0,0,0,-3.30228738012432,0,0,0,0,4.06101058991356,0,-3.98266514416594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.69826414878119,0,0,0,0,0,0,0,0,0,0,0,0,5.71972952356884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9979147431041,0,0,0,0,0,0,0,0,1.5365735751979,0,0,0
"ERR1090096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01386073052254,0,0,0,0,0,-2.49605614868729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48810910463282,-3.73755575378665,-2.06631126394899,0,0,0,0,0,0,0,0,4.32329606807108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.56086046088415,0,0,0,-1.81934023577375,5.20212363683936,0,0,-1.91149737055546,0,0,0,0,0,0,6.47363646167986,0,0,0,0,0,0,0,0,3.67497467685697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4355404293456,-3.15118972461448,0,0,0,0,0,0,3.57895609341151,0,0,0,0,0,3.31081056433637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERR1090098",3.83974821091984,0,0,-2.05936514332902,0,0,-3.56692505958223,0,0,0,0,0,0,0,0,0,-2.1768118693811,0,-2.49578805092062,0,0,0,0,0,0,0,0,0,0,3.77034875628705,0,0,0,0,0,0,0,0,0,0,0,0,-4.32283170911781,0,-2.89686699869916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23164403789738,0,0,0,0,0,0,0,0,0,0,0,-2.96719687507023,0,0,0,-2.9421476863475,0,0,0,0,0,0,5.01752082451651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86532085804643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.13933574368124,0,0,-5.09594927612509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83640570046553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91279878408428,0,0,0,0,0,0,0,0
"ERR1090099",3.79229572876722,0,4.76868769188773,0,0,0,0,0,0,0,4.76017519696003,0,0,0,0,0,0,0,-2.37365774372032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.11129581190289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27209948203502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.064877714173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1945392107116,0,0,0,0,0,0,0,0,0,-3.93539174273559,0,0,0,0,0,0,0,-5.3085239199332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35712753993153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.22258526116244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08266465908125,0,0,0,0,0,0,-5.58168140405596,3.80105341215459,0,0,0,0,0,0,0
"ERR1090106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.81219396542773,0,0,0,0,0,0,0,0,0,-2.09354829975329,0,0,3.13881202129055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01486344335133,0,0,0,0,0,0,0,0,0,0,-2.02267728583691,0,0,0,0,0,0,-1.83426677705741,0,0,-3.62613202327213,0,0,0,0,0,0,0,-2.23850724021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17704325249906,-3.48984585419768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87720827315544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.50337982638505,0,0,0,0,0,0,0,0,-2.25961931547498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.32731855386047,0,0,0,0,0,-3.91377546016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.03103398068406,0,0,0,0,0,0,0,0
"ERR1090107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.25600325336922,0,0,0,0,0,0,0,0,-1.6146764980364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.01860306344688,0,0,-1.6146764980364,0,0,0,0,5.63956306444505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.79670173238644,0,0,0,0,0,0,0,-1.94833655264453,0,0,0,-2.48475158582653,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07237670285307,0,0,0,0,-2.79670173238644,0,-3.49632306620417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37461789942392,0,0,-4.30371599083888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82067444392391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.90693149351978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.30290223332946,0,0,0,0,0,0,0,0
